X;Y;Z;phi
52.58;85.35;-2.6;0.44
52.58;85.35;-2.8;0.44
52.58;85.35;-3.2;0.40
52.58;85.35;-3.4;0.40
52.58;85.35;-3.8;0.48
52.58;85.35;-4;0.48
52.58;85.35;-4.2;0.48
52.58;85.35;-4.6;0.44
52.58;85.35;-4.8;0.44
52.58;85.35;-5;0.44
52.58;85.35;-5.2;0.44
52.58;85.35;-5.4;0.44
52.58;85.35;-5.6;0.44
52.58;85.35;-5.8;0.44
52.58;85.35;-6;0.44
52.58;85.35;-6.4;0.73
52.58;85.35;-6.6;0.73
52.58;85.35;-6.8;0.73
52.58;85.35;-7.1;0.38
52.58;85.35;-7.3;0.38
52.58;85.35;-7.5;0.38
52.58;85.35;-7.8;0.69
52.58;85.35;-8;0.69
52.58;85.35;-8.35;0.44
52.58;85.35;-8.55;0.44
52.58;85.35;-8.75;0.44
52.58;85.35;-8.95;0.44
52.58;85.35;-9.2;0.73
52.58;85.35;-9.4;0.73
52.58;85.35;-9.65;0.44
52.58;85.35;-9.85;0.44
52.58;85.35;-10.05;0.44
52.58;85.35;-10.25;0.44
52.58;85.35;-10.6;0.73
52.58;85.35;-10.8;0.73
52.58;85.35;-11;0.73
52.58;85.35;-11.2;0.73
52.58;85.35;-11.4;0.73
52.58;85.35;-11.6;0.73
52.58;85.35;-11.8;0.73
52.58;85.35;-12;0.73
52.58;85.35;-12.2;0.73
52.58;85.35;-12.4;0.73
52.58;85.35;-12.6;0.73
52.58;85.35;-12.8;0.73
52.58;85.35;-13.2;0.58
52.58;85.35;-13.4;0.58
52.58;85.35;-13.6;0.58
52.58;85.35;-13.8;0.58
52.58;85.35;-14;0.58
52.58;85.35;-14.2;0.58
52.58;85.35;-14.4;0.58
52.58;85.35;-14.6;0.58
52.58;85.35;-14.8;0.58
52.58;85.35;-15;0.58
52.58;85.35;-15.2;0.58
52.58;85.35;-15.4;0.58
52.58;85.35;-15.6;0.58
52.58;85.35;-15.8;0.58
52.58;85.35;-16;0.58
52.58;85.35;-16.2;0.58
52.58;85.35;-16.4;0.58
52.58;85.35;-16.7;0.45
52.58;85.35;-16.9;0.45
52.58;85.35;-17.1;0.45
52.58;85.35;-17.5;0.74
52.58;85.35;-17.7;0.74
52.58;85.35;-17.9;0.74
52.58;85.35;-18.1;0.74
52.58;85.35;-18.4;0.67
52.58;85.35;-18.6;0.67
52.58;85.35;-18.8;0.67
52.58;85.35;-19;0.67
52.58;85.35;-19.4;0.48
52.58;85.35;-19.6;0.48
52.58;85.35;-19.8;0.48
52.58;85.35;-20;0.48
52.58;85.35;-20.4;0.28
52.58;85.35;-20.6;0.28
52.58;85.35;-20.8;0.28
52.58;85.35;-21.2;0.24
52.58;85.35;-21.4;0.24
52.58;85.35;-21.6;0.24
52.58;85.35;-21.8;0.24
52.58;85.35;-22;0.24
52.58;85.35;-22.2;0.24
52.58;85.35;-22.4;0.24
52.58;85.35;-22.6;0.24
52.58;85.35;-22.8;0.24
52.58;85.35;-23;0.24
52.58;85.35;-23.2;0.24
52.58;85.35;-23.4;0.24
52.58;85.35;-23.6;0.24
52.58;85.35;-23.8;0.24
52.58;85.35;-24;0.24
52.58;85.35;-24.2;0.24
52.58;85.35;-24.4;0.24
52.58;85.35;-24.6;0.24
52.58;85.35;-24.8;0.24
57.7;16.23;-0.2;0.46
57.7;16.23;-0.4;0.46
57.7;16.23;-0.6;0.46
57.7;16.23;-0.8;0.46
57.7;16.23;-1;0.46
57.7;16.23;-1.2;0.46
57.7;16.23;-1.4;0.46
57.7;16.23;-1.6;0.46
57.7;16.23;-1.8;0.46
57.7;16.23;-2.05;0.45
57.7;16.23;-2.25;0.45
57.7;16.23;-2.45;0.45
57.7;16.23;-2.65;0.45
57.7;16.23;-2.9;0.53
57.7;16.23;-3.1;0.53
57.7;16.23;-3.3;0.53
57.7;16.23;-3.7;0.42
57.7;16.23;-3.9;0.42
57.7;16.23;-4.2;0.68
57.7;16.23;-4.4;0.68
57.7;16.23;-4.6;0.68
57.7;16.23;-4.8;0.68
57.7;16.23;-5.2;0.43
57.7;16.23;-5.4;0.43
57.7;16.23;-5.6;0.43
57.7;16.23;-5.8;0.43
57.7;16.23;-6;0.43
57.7;16.23;-6.2;0.43
57.7;16.23;-6.4;0.43
57.7;16.23;-6.6;0.43
57.7;16.23;-6.8;0.43
57.7;16.23;-7;0.43
57.7;16.23;-7.2;0.43
57.7;16.23;-7.6;0.49
57.7;16.23;-7.85;0.73
57.7;16.23;-8.05;0.73
57.7;16.23;-8.25;0.73
57.7;16.23;-8.45;0.73
57.7;16.23;-8.65;0.73
57.7;16.23;-8.85;0.73
57.7;16.23;-9.05;0.73
57.7;16.23;-9.4;0.32
57.7;16.23;-9.6;0.32
57.7;16.23;-9.8;0.32
57.7;16.23;-10.05;0.56
57.7;16.23;-10.25;0.56
57.7;16.23;-10.45;0.56
57.7;16.23;-10.65;0.56
57.7;16.23;-10.85;0.56
57.7;16.23;-11.05;0.56
57.7;16.23;-11.25;0.56
57.7;16.23;-11.45;0.56
57.7;16.23;-11.65;0.56
57.7;16.23;-11.85;0.56
57.7;16.23;-12.05;0.56
57.7;16.23;-12.25;0.56
57.7;16.23;-12.6;0.33
57.7;16.23;-12.8;0.33
57.7;16.23;-13;0.33
57.7;16.23;-13.4;0.23
57.7;16.23;-13.6;0.23
57.7;16.23;-13.8;0.23
57.7;16.23;-14;0.23
57.7;16.23;-14.2;0.23
57.7;16.23;-14.4;0.23
57.7;16.23;-14.6;0.23
57.7;16.23;-14.8;0.23
57.7;16.23;-15.2;0.28
57.7;16.23;-15.4;0.28
57.7;16.23;-15.6;0.28
57.7;16.23;-15.8;0.28
57.7;16.23;-16;0.28
57.7;16.23;-16.4;0.23
57.7;16.23;-16.6;0.23
57.7;16.23;-16.8;0.23
57.7;16.23;-17;0.23
57.7;16.23;-17.2;0.23
57.7;16.23;-17.4;0.23
57.7;16.23;-17.6;0.23
57.7;16.23;-17.8;0.23
57.7;16.23;-18;0.23
57.7;16.23;-18.2;0.23
57.7;16.23;-18.4;0.23
57.7;16.23;-18.6;0.23
57.7;16.23;-18.8;0.23
63.34;46.18;-0.2;0.44
63.34;46.18;-0.4;0.44
63.34;46.18;-0.6;0.44
63.34;46.18;-0.8;0.44
63.34;46.18;-1;0.44
63.34;46.18;-1.2;0.44
63.34;46.18;-1.4;0.44
63.34;46.18;-1.6;0.44
63.34;46.18;-1.8;0.44
63.34;46.18;-2.2;0.39
63.34;46.18;-2.4;0.39
63.34;46.18;-2.6;0.39
63.34;46.18;-2.8;0.39
63.34;46.18;-3;0.39
63.34;46.18;-3.2;0.39
63.34;46.18;-3.4;0.39
63.34;46.18;-3.6;0.39
63.34;46.18;-3.8;0.39
63.34;46.18;-4;0.39
63.34;46.18;-4.2;0.39
63.34;46.18;-4.4;0.39
63.34;46.18;-4.6;0.39
63.34;46.18;-4.9;0.58
63.34;46.18;-5.1;0.58
63.34;46.18;-5.3;0.58
63.34;46.18;-5.7;0.58
63.34;46.18;-5.9;0.58
63.34;46.18;-6.2;0.59
63.34;46.18;-6.4;0.59
63.34;46.18;-6.6;0.59
63.34;46.18;-6.8;0.59
63.34;46.18;-7.2;0.34
63.34;46.18;-7.4;0.34
63.34;46.18;-7.6;0.34
63.34;46.18;-7.8;0.34
63.34;46.18;-8.2;0.52
63.34;46.18;-8.4;0.52
63.34;46.18;-8.6;0.52
63.34;46.18;-8.8;0.52
63.34;46.18;-9.2;0.42
63.34;46.18;-9.4;0.42
63.34;46.18;-9.6;0.42
63.34;46.18;-9.8;0.42
63.34;46.18;-10.2;0.48
63.34;46.18;-10.4;0.48
63.34;46.18;-10.7;0.41
63.34;46.18;-10.9;0.41
63.34;46.18;-11.2;0.53
63.34;46.18;-11.6;0.42
63.34;46.18;-11.8;0.42
63.34;46.18;-12.2;0.38
63.34;46.18;-12.4;0.38
63.34;46.18;-12.6;0.38
63.34;46.18;-12.8;0.38
63.34;46.18;-13;0.38
63.34;46.18;-13.2;0.38
63.34;46.18;-13.6;0.38
63.34;46.18;-13.8;0.38
63.34;46.18;-14.2;0.58
63.34;46.18;-14.4;0.58
63.34;46.18;-14.6;0.58
63.34;46.18;-14.8;0.58
63.34;46.18;-15.2;0.39
63.34;46.18;-15.4;0.39
63.34;46.18;-15.65;0.40
63.34;46.18;-15.85;0.40
63.34;46.18;-16.05;0.40
63.34;46.18;-16.4;0.41
63.34;46.18;-16.6;0.41
63.34;46.18;-16.8;0.41
63.34;46.18;-17.2;0.29
63.34;46.18;-17.4;0.29
63.34;46.18;-17.6;0.29
63.34;46.18;-17.8;0.29
63.34;46.18;-18;0.29
63.34;46.18;-18.2;0.29
63.34;46.18;-18.4;0.29
63.34;46.18;-18.6;0.29
63.34;46.18;-18.8;0.29
63.34;46.18;-19.2;0.22
63.34;46.18;-19.4;0.22
63.34;46.18;-19.6;0.22
63.34;46.18;-19.8;0.22
63.34;46.18;-20;0.22
63.34;46.18;-20.2;0.22
63.34;46.18;-20.4;0.22
63.34;46.18;-20.6;0.22
63.34;46.18;-20.8;0.22
63.34;46.18;-21;0.22
63.34;46.18;-21.2;0.22
63.34;46.18;-21.4;0.22
63.34;46.18;-21.6;0.22
63.34;46.18;-21.8;0.22
98.66;67.43;-0.2;0.38
98.66;67.43;-0.4;0.38
98.66;67.43;-0.6;0.38
98.66;67.43;-0.8;0.38
98.66;67.43;-1;0.38
98.66;67.43;-1.2;0.38
98.66;67.43;-1.4;0.38
98.66;67.43;-1.6;0.38
98.66;67.43;-1.8;0.38
98.66;67.43;-2.2;0.54
98.66;67.43;-2.4;0.54
98.66;67.43;-2.6;0.54
98.66;67.43;-2.8;0.54
98.66;67.43;-3;0.54
98.66;67.43;-3.2;0.54
98.66;67.43;-3.55;0.39
98.66;67.43;-3.75;0.39
98.66;67.43;-3.95;0.39
98.66;67.43;-4.15;0.39
98.66;67.43;-4.35;0.39
98.66;67.43;-4.55;0.39
98.66;67.43;-4.75;0.39
98.66;67.43;-4.95;0.39
98.66;67.43;-5.15;0.39
98.66;67.43;-5.35;0.39
98.66;67.43;-5.55;0.39
98.66;67.43;-5.75;0.39
98.66;67.43;-6;0.28
98.66;67.43;-6.2;0.28
98.66;67.43;-6.4;0.28
98.66;67.43;-6.6;0.28
98.66;67.43;-6.8;0.28
98.66;67.43;-7;0.28
98.66;67.43;-7.2;0.28
98.66;67.43;-7.4;0.28
98.66;67.43;-7.6;0.28
98.66;67.43;-7.9;0.28
98.66;67.43;-8.1;0.28
98.66;67.43;-8.3;0.28
98.66;67.43;-8.5;0.28
98.66;67.43;-8.7;0.28
98.66;67.43;-8.9;0.28
98.66;67.43;-9.1;0.28
98.66;67.43;-9.3;0.28
98.66;67.43;-9.5;0.28
98.66;67.43;-9.7;0.28
98.66;67.43;-9.9;0.28
98.66;67.43;-10.1;0.28
98.66;67.43;-10.3;0.28
98.66;67.43;-10.5;0.28
98.66;67.43;-10.7;0.28
98.66;67.43;-10.9;0.28
98.66;67.43;-11.1;0.28
98.66;67.43;-11.3;0.28
98.66;67.43;-11.5;0.28
98.66;67.43;-11.7;0.28
98.66;67.43;-11.9;0.28
98.66;67.43;-12.1;0.28
