X;Y;Z;phi
50;1;34.90;0.34
46.9;1;30.51;0.3
46.9;1;36.24;0.34
31.5;1;27.25;0.32
46.9;1;32.01;0.44
37;1;34.88;0.45
5.7;1;7.02;0.44
37;1;32.24;0.3
72.9;1;21.48;0.48
46.9;1;34.05;0.25
37;1;35.09;0.48
50;1;33.31;0.45
91.9;1;9.63;0.4
22.4;1;19.43;0.43
22.4;1;13.40;0.32
62.9;1;26.56;0.33
14.3;1;11.37;0.34
22.4;1;14.48;0.31
37;1;30.77;0.25
72.9;1;26.52;0.44
37;1;22.94;0.1
72.9;1;22.08;0.3
37;1;31.73;0.35
22.4;1;16.55;0.42
46.9;1;36.57;0.29
14.3;1;13.83;0.41
72.9;1;21.72;0.29
91.9;1;-1.02;0.33
84;1;9.92;0.47
84;1;9.50;0.49
84;1;8.09;0.3
22.4;1;14.09;0.31
50;1;37.39;0.3
84;1;7.82;0.33
84;1;10.10;0.45
50;1;31.84;0.43
50;1;37.81;0.42
31.5;1;18.97;0.15
84;1;17.98;0.75
72.9;1;19.35;0.32
62.9;1;30.61;0.29
46.9;1;27.84;0.32
37;1;34.19;0.48
37;1;26.69;0.46
72.9;1;19.47;0.27
5.7;1;4.51;0.42
14.3;1;13.44;0.48
37;1;28.34;0.45
84;1;13.58;0.44
31.5;1;31.72;0.5
5.7;1;-6.35;0.14
50;1;30.22;0.26
14.3;1;3.15;0.11
22.4;1;18.50;0.26
31.5;1;19.87;0.12
91.9;1;-2.82;0.14
22.4;1;17.60;0.3
46.9;1;33.30;0.27
84;1;13.37;0.45
62.9;1;30.19;0.32
46.9;1;34.95;0.44
5.7;1;-2.18;0.32
84;1;7.97;0.32
50;1;25.99;0.11
72.9;1;21.84;0.28
84;1;10.79;0.28
50;1;38.02;0.41
50;1;32.86;0.48
50;1;36.88;0.34
50;1;36.64;0.32
50;1;27.73;0.3
91.9;1;3.54;0.26
5.7;1;4.15;0.41
84;1;6.89;0.48
14.3;1;4.32;0.15
84;1;5.00;0.15
5.7;1;-3.86;0.3
62.9;1;30.22;0.35
14.3;1;9.33;0.31
37;1;32.66;0.26
14.3;1;4.47;0.11
50;1;31.54;0.49
91.9;1;3.69;0.33
22.4;1;19.28;0.35
46.9;1;35.82;0.32
91.9;1;-3.81;0.12
62.9;1;26.38;0.26
62.9;1;34.60;0.46
31.5;1;28.63;0.34
14.3;1;12.09;0.42
91.9;1;7.05;0.49
62.9;1;26.89;0.26
84;1;6.08;0.12
46.9;1;33.00;0.47
72.9;1;27.84;0.33
91.9;1;-4.71;0.14
22.4;1;18.86;0.33
22.4;1;17.96;0.34
72.9;1;19.26;0.32
62.9;1;25.21;0.33
50;1;29.02;0.34
14.3;1;12.84;0.41
84;1;5.72;0.11
37;1;22.04;0.13
22.4;1;20.21;0.4
5.7;1;1.69;0.47
84;1;15.59;0.33
37;1;23.90;0.12
5.7;1;-5.12;0.13
62.9;1;28.39;0.42
62.9;1;34.06;0.31
62.9;1;29.02;0.34
5.7;1;-3.32;0.29
37;1;32.78;0.29
31.5;1;27.85;0.33
14.3;1;8.52;0.35
46.9;1;25.74;0.11
91.9;1;-3.33;0.13
62.9;1;33.40;0.44
91.9;1;1.02;0.49
46.9;1;29.28;0.32
72.9;1;19.08;0.34
50;1;37.69;0.43
37;1;30.92;0.28
5.7;1;-0.11;0.48
72.9;1;27.57;0.27
50;1;36.55;0.32
62.9;1;34.30;0.27
72.9;1;24.30;0.27
31.5;1;27.61;0.34
31.5;1;26.77;0.32
72.9;1;26.49;0.46
50;1;30.91;0.32
22.4;1;22.40;0.43
22.4;1;16.07;0.32
91.9;1;-4.74;0.15
62.9;1;34.96;0.43
50;1;33.82;0.26
62.9;1;23.29;0.11
5.7;1;3.13;0.45
5.7;1;4.30;0.43
72.9;1;23.22;0.41
14.3;1;8.46;0.31
62.9;1;27.40;0.48
22.4;1;18.23;0.27
91.9;1;-3.21;0.1
72.9;1;22.41;0.25
5.7;1;-4.79;0.34
62.9;1;29.23;0.31
46.9;1;33.21;0.47
91.9;1;3.90;0.43
72.9;1;17.88;0.33
62.9;1;23.86;0.49
14.3;1;3.57;0.1
72.9;1;15.60;0.14
37;1;24.35;0.41
91.9;1;6.57;0.47
50;1;34.66;0.31
91.9;1;-3.24;0.12
31.5;1;29.20;0.32
37;1;27.29;0.32
14.3;1;9.45;0.28
72.9;1;29.99;0.47
50;1;39.80;0.77
37;1;23.06;0.1
5.7;1;3.94;0.43
72.9;1;17.13;0.42
50;1;28.69;0.28
31.5;1;25.72;0.47
31.5;1;20.62;0.12
31.5;1;24.31;0.25
22.4;1;21.08;0.48
14.3;1;11.64;0.31
46.9;1;36.87;0.27
84;1;8.00;0.32
84;1;7.58;0.31
22.4;1;23.42;0.42
37;1;24.44;0.34
50;1;26.41;0.13
22.4;1;18.65;0.25
22.4;1;16.13;0.33
84;1;8.06;0.32
91.9;1;4.71;0.33
84;1;13.07;0.27
91.9;1;-4.50;0.13
5.7;1;-3.80;0.33
72.9;1;18.27;0.31
5.7;1;-7.34;0.11
91.9;1;2.31;0.28
5.7;1;-0.47;0.47
31.5;1;27.91;0.32
91.9;1;5.70;0.34
37;1;21.74;0.14
31.5;1;19.12;0.14
72.9;1;24.69;0.33
91.9;1;4.14;0.28
72.9;1;17.07;0.44
37;1;27.89;0.25
31.5;1;26.65;0.34
31.5;1;31.96;0.47
84;1;10.25;0.46
5.7;1;-1.76;0.27
62.9;1;34.99;0.42
84;1;17.68;0.62
22.4;1;18.89;0.25
72.9;1;21.27;0.45
62.9;1;35.29;0.5
31.5;1;20.17;0.15
72.9;1;18.00;0.33
5.7;1;-0.71;0.47
50;1;38.44;0.42
46.9;1;31.77;0.41
62.9;1;25.90;0.31
14.3;1;2.55;0.11
31.5;1;27.55;0.34
72.9;1;19.56;0.26
62.9;1;28.84;0.44
46.9;1;37.02;0.35
91.9;1;0.99;0.43
91.9;1;6.03;0.31
50;1;28.30;0.31
91.9;1;-1.38;0.35
46.9;1;29.91;0.33
46.9;1;35.43;0.31
22.4;1;16.46;0.5
37;1;25.28;0.3
62.9;1;29.89;0.33
46.9;1;37.29;0.29
84;1;5.90;0.13
37;1;34.64;0.42
