X;Y;Z;phi
46.9;1;-0.30;1
50;1;-3.99;4
72.9;1;-13.32;8
5.7;1;-2.79;2
62.9;1;-5.52;5
72.9;1;-11.67;7
22.4;1;-6.21;3
5.7;1;-6.90;5
91.9;1;-11.97;7
5.7;1;-15.00;8
84;1;-0.85;1
91.9;1;-12.15;3
5.7;1;-12.36;8
46.9;1;-7.29;4
46.9;1;-10.23;5
72.9;1;-9.00;3
22.4;1;-5.97;3
37;1;-14.55;8
37;1;-13.56;8
22.4;1;-9.39;3
14.3;1;-11.25;5
72.9;1;-6.87;4
14.3;1;-4.17;3
62.9;1;-2.61;5
5.7;1;-11.28;7
50;1;-9.54;5
91.9;1;-12.78;8
5.7;1;-14.22;8
50;1;-9.42;5
14.3;1;-11.16;5
91.9;1;-6.69;5
14.3;1;-5.70;5
22.4;1;-3.09;2
62.9;1;-4.32;5
72.9;1;-8.49;3
5.7;1;-4.08;3
46.9;1;-7.86;4
72.9;1;-3.30;3
31.5;1;-5.40;5
31.5;1;-8.13;3
46.9;1;-14.55;8
31.5;1;-4.05;4
50;1;-5.16;5
50;1;-12.57;3
37;1;-7.23;3
50;1;-9.36;5
46.9;1;-2.82;5
91.9;1;-2.70;2
72.9;1;-6.81;4
84;1;-5.01;5
84;1;-9.33;4
22.4;1;-4.65;3
31.5;1;-10.59;4
72.9;1;-1.30;1
14.3;1;-14.61;8
37;1;-3.33;3
31.5;1;-6.63;5
31.5;1;-12.93;8
14.3;1;-14.07;8
22.4;1;-11.31;5
62.9;1;-1.83;3
84;1;-6.57;5
62.9;1;-12.21;7
31.5;1;-6.39;6
50;1;-12.87;3
22.4;1;-8.10;5
46.9;1;-8.52;3
14.3;1;-7.62;3
37;1;-3.54;5
91.9;1;-3.03;3
14.3;1;-3.42;2
37;1;-3.09;3
84;1;-7.35;5
50;1;-11.43;5
14.3;1;-0.45;1
84;1;-13.32;8
5.7;1;-0.70;1
37;1;-8.76;5
31.5;1;-11.85;5
62.9;1;-14.94;8
91.9;1;-2.76;2
31.5;1;-13.17;8
91.9;1;-10.35;5
22.4;1;-2.67;2
91.9;1;-13.23;8
14.3;1;-13.71;8
22.4;1;-3.93;3
62.9;1;-0.40;1
72.9;1;-4.32;5
37;1;-10.14;4
5.7;1;-9.00;6
84;1;-13.23;8
62.9;1;-10.44;5
84;1;-10.98;7
84;1;-5.49;5
91.9;1;-3.84;3
72.9;1;-7.74;5
84;1;-7.95;5
91.9;1;-8.88;3
14.3;1;-13.80;8
37;1;-12.84;8
91.9;1;-5.76;5
46.9;1;-1.53;2
31.5;1;-9.27;5
22.4;1;-3.03;2
72.9;1;-12.66;3
62.9;1;-5.22;5
50;1;-3.33;5
31.5;1;-6.66;5
91.9;1;-5.19;3
46.9;1;-0.90;2
50;1;-7.92;4
72.9;1;-8.79;3
50;1;-7.80;4
72.9;1;-9.69;4
46.9;1;-5.73;5
37;1;-2.37;4
37;1;-8.37;4
31.5;1;-10.62;4
62.9;1;-5.79;5
91.9;1;-6.57;5
50;1;-8.82;3
91.9;1;-4.80;5
14.3;1;-9.93;3
72.9;1;-11.52;7
31.5;1;-14.49;8
84;1;-7.62;5
31.5;1;-10.47;4
5.7;1;-12.15;8
22.4;1;-8.82;3
37;1;-13.65;8
72.9;1;-5.28;5
84;1;-2.70;3
22.4;1;-11.61;5
37;1;-11.40;5
5.7;1;-9.39;5
62.9;1;-10.23;5
50;1;-6.06;5
46.9;1;-6.03;5
72.9;1;-10.02;5
91.9;1;-12.63;2
62.9;1;-4.14;4
31.5;1;-0.50;1
84;1;-12.96;8
14.3;1;-6.51;5
72.9;1;-8.85;3
22.4;1;-4.68;3
91.9;1;-9.27;4
31.5;1;-14.55;8
72.9;1;-10.56;5
50;1;-7.02;3
84;1;-13.71;8
14.3;1;-13.23;8
50;1;-8.76;3
14.3;1;-3.18;2
50;1;-7.11;3
14.3;1;-3.09;2
84;1;-13.47;8
72.9;1;-12.81;3
31.5;1;-5.79;5
14.3;1;-14.67;8
72.9;1;-10.59;5
72.9;1;-13.65;8
31.5;1;-8.10;3
91.9;1;-13.95;8
37;1;-2.88;3
14.3;1;-13.26;8
14.3;1;-13.77;8
46.9;1;-9.39;5
5.7;1;-8.61;5
84;1;-5.40;5
14.3;1;-5.43;5
84;1;-8.25;5
84;1;-6.69;5
84;1;-14.49;8
14.3;1;-14.76;8
5.7;1;-7.89;4
22.4;1;-4.98;3
37;1;-14.31;8
91.9;1;-4.59;5
46.9;1;-13.77;8
62.9;1;-4.11;4
72.9;1;-13.89;8
37;1;-2.07;4
5.7;1;-3.72;3
72.9;1;-6.15;5
46.9;1;-7.74;4
84;1;-4.77;5
62.9;1;-7.23;3
22.4;1;-9.12;3
14.3;1;-14.28;8
31.5;1;-5.85;5
46.9;1;-7.14;3
72.9;1;-11.85;7
14.3;1;-12.21;7
72.9;1;-5.94;5
37;1;-10.02;4
22.4;1;-14.34;8
72.9;1;-5.64;5
14.3;1;-12.36;7
50;1;-8.52;3
50;1;-11.82;7
22.4;1;-13.20;8
22.4;1;-9.36;3
46.9;1;-13.23;8
5.7;1;-4.98;4
31.5;1;-5.37;5
22.4;1;-6.99;5
22.4;1;-6.00;3
50;1;-0.40;1
46.9;1;-2.85;5
50;1;-5.73;5
46.9;1;-5.82;5
72.9;1;-9.84;4
22.4;1;-10.44;5
50;1;-10.95;5
84;1;-10.41;5
5.7;1;-12.03;8
46.9;1;-8.43;3
72.9;1;-9.63;4
14.3;1;-4.14;3
22.4;1;-11.73;5
14.3;1;-3.90;3
14.3;1;-3.24;2
46.9;1;-7.05;3
22.4;1;-7.44;5
91.9;1;-7.20;5
62.9;1;-10.41;5
72.9;1;-11.82;7
84;1;-12.81;8
22.4;1;-4.17;3
72.9;1;-13.23;8
91.9;1;-10.23;5
31.5;1;-11.67;5
