X;Y;Z;phi
37;1;-1.83;0.45
5.7;1;-0.10;0.44
37;1;-4.47;0.30
72.9;1;-8.61;0.48
46.9;1;-5.76;0.25
37;1;-1.62;0.48
50;1;-6.69;0.45
91.9;1;-0.45;0.40
22.4;1;-6.45;0.43
22.4;1;-12.48;0.32
62.9;1;-10.20;0.33
14.3;1;-6.00;0.34
22.4;1;-11.40;0.31
37;1;-5.94;0.25
72.9;1;-3.57;0.44
37;1;-13.77;0.10
72.9;1;-8.01;0.30
37;1;-4.98;0.35
22.4;1;-9.33;0.42
46.9;1;-3.24;0.29
14.3;1;-3.54;0.41
72.9;1;-8.37;0.29
91.9;1;-11.10;0.33
84;1;-9.36;0.47
84;1;-9.78;0.49
84;1;-11.19;0.30
22.4;1;-11.79;0.31
50;1;-2.61;0.30
84;1;-11.46;0.33
84;1;-9.18;0.45
50;1;-8.16;0.43
50;1;-2.19;0.42
31.5;1;-14.46;0.15
84;1;-1.30;0.75
72.9;1;-10.74;0.32
62.9;1;-6.15;0.29
46.9;1;-11.97;0.32
37;1;-2.52;0.48
37;1;-10.02;0.46
72.9;1;-10.62;0.27
5.7;1;-2.61;0.42
14.3;1;-3.93;0.48
37;1;-8.37;0.45
84;1;-5.70;0.44
31.5;1;-1.71;0.50
5.7;1;-13.47;0.14
50;1;-9.78;0.26
14.3;1;-14.22;0.11
22.4;1;-7.38;0.26
31.5;1;-13.56;0.12
91.9;1;-12.90;0.14
22.4;1;-8.28;0.30
46.9;1;-6.51;0.27
84;1;-5.91;0.45
62.9;1;-6.57;0.32
46.9;1;-4.86;0.44
5.7;1;-9.30;0.32
84;1;-11.31;0.32
50;1;-14.01;0.11
72.9;1;-8.25;0.28
84;1;-8.49;0.28
50;1;-1.98;0.41
50;1;-7.14;0.48
50;1;-3.12;0.34
50;1;-3.36;0.32
50;1;-12.27;0.30
91.9;1;-6.54;0.26
5.7;1;-2.97;0.41
84;1;-12.39;0.48
14.3;1;-13.05;0.15
84;1;-14.28;0.15
5.7;1;-10.98;0.30
62.9;1;-6.54;0.35
14.3;1;-8.04;0.31
37;1;-4.05;0.26
14.3;1;-12.90;0.11
50;1;-8.46;0.49
91.9;1;-6.39;0.33
22.4;1;-6.60;0.35
46.9;1;-3.99;0.32
91.9;1;-13.89;0.12
62.9;1;-10.38;0.26
62.9;1;-2.16;0.46
31.5;1;-4.80;0.34
14.3;1;-5.28;0.42
91.9;1;-3.03;0.49
62.9;1;-9.87;0.26
84;1;-13.20;0.12
46.9;1;-6.81;0.47
72.9;1;-2.25;0.33
91.9;1;-14.79;0.14
22.4;1;-7.02;0.33
22.4;1;-7.92;0.34
72.9;1;-10.83;0.32
62.9;1;-11.55;0.33
50;1;-10.98;0.34
14.3;1;-4.53;0.41
84;1;-13.56;0.11
37;1;-14.67;0.13
22.4;1;-5.67;0.40
5.7;1;-5.43;0.47
84;1;-3.69;0.33
37;1;-12.81;0.12
5.7;1;-12.24;0.13
62.9;1;-8.37;0.42
62.9;1;-2.70;0.31
62.9;1;-7.74;0.34
5.7;1;-10.44;0.29
37;1;-3.93;0.29
31.5;1;-5.58;0.33
14.3;1;-8.85;0.35
46.9;1;-14.07;0.11
91.9;1;-13.41;0.13
62.9;1;-3.36;0.44
91.9;1;-9.06;0.49
46.9;1;-10.53;0.32
72.9;1;-11.01;0.34
50;1;-2.31;0.43
37;1;-5.79;0.28
5.7;1;-7.23;0.48
72.9;1;-2.52;0.27
50;1;-3.45;0.32
62.9;1;-2.46;0.27
72.9;1;-5.79;0.27
31.5;1;-5.82;0.34
31.5;1;-6.66;0.32
72.9;1;-3.60;0.46
50;1;-9.09;0.32
22.4;1;-3.48;0.43
22.4;1;-9.81;0.32
91.9;1;-14.82;0.15
62.9;1;-1.80;0.43
50;1;-6.18;0.26
62.9;1;-13.47;0.11
5.7;1;-3.99;0.45
5.7;1;-2.82;0.43
72.9;1;-6.87;0.41
14.3;1;-8.91;0.31
62.9;1;-9.36;0.48
22.4;1;-7.65;0.27
91.9;1;-13.29;0.10
72.9;1;-7.68;0.25
5.7;1;-11.91;0.34
62.9;1;-7.53;0.31
46.9;1;-6.60;0.47
91.9;1;-6.18;0.43
72.9;1;-12.21;0.33
62.9;1;-12.90;0.49
14.3;1;-13.80;0.10
72.9;1;-14.49;0.14
37;1;-12.36;0.41
91.9;1;-3.51;0.47
50;1;-5.34;0.31
91.9;1;-13.32;0.12
31.5;1;-4.23;0.32
37;1;-9.42;0.32
14.3;1;-7.92;0.28
72.9;1;-0.10;0.47
50;1;-0.20;0.77
37;1;-13.65;0.10
5.7;1;-3.18;0.43
72.9;1;-12.96;0.42
50;1;-11.31;0.28
31.5;1;-7.71;0.47
31.5;1;-12.81;0.12
31.5;1;-9.12;0.25
22.4;1;-4.80;0.48
14.3;1;-5.73;0.31
46.9;1;-2.94;0.27
84;1;-11.28;0.32
84;1;-11.70;0.31
22.4;1;-2.46;0.42
37;1;-12.27;0.34
50;1;-13.59;0.13
22.4;1;-7.23;0.25
22.4;1;-9.75;0.33
84;1;-11.22;0.32
91.9;1;-5.37;0.33
84;1;-6.21;0.27
91.9;1;-14.58;0.13
5.7;1;-10.92;0.33
72.9;1;-11.82;0.31
5.7;1;-14.46;0.11
91.9;1;-7.77;0.28
5.7;1;-7.59;0.47
31.5;1;-5.52;0.32
91.9;1;-4.38;0.34
37;1;-14.97;0.14
31.5;1;-14.31;0.14
72.9;1;-5.40;0.33
91.9;1;-5.94;0.28
72.9;1;-13.02;0.44
37;1;-8.82;0.25
31.5;1;-6.78;0.34
31.5;1;-1.47;0.47
84;1;-9.03;0.46
5.7;1;-8.88;0.27
62.9;1;-1.77;0.42
84;1;-1.60;0.62
22.4;1;-6.99;0.25
72.9;1;-8.82;0.45
62.9;1;-1.47;0.50
31.5;1;-13.26;0.15
72.9;1;-12.09;0.33
5.7;1;-7.83;0.47
50;1;-1.56;0.42
46.9;1;-8.04;0.41
62.9;1;-10.86;0.31
14.3;1;-14.82;0.11
31.5;1;-5.88;0.34
72.9;1;-10.53;0.26
62.9;1;-7.92;0.44
46.9;1;-2.79;0.35
91.9;1;-9.09;0.43
91.9;1;-4.05;0.31
50;1;-11.70;0.31
91.9;1;-11.46;0.35
46.9;1;-9.90;0.33
46.9;1;-4.38;0.31
22.4;1;-9.42;0.50
37;1;-11.43;0.30
62.9;1;-6.87;0.33
46.9;1;-2.52;0.29
84;1;-13.38;0.13
37;1;-2.07;0.42
