X;Y;Z;phi
72.9;1;6;3
22.4;1;9.03;3
37;1;0.45;8
37;1;1.44;8
22.4;1;5.61;3
14.3;1;3.75;5
72.9;1;8.13;4
14.3;1;10.83;3
62.9;1;12.39;5
5.7;1;3.72;7
50;1;5.46;5
91.9;1;2.22;8
5.7;1;0.78;8
50;1;5.58;5
14.3;1;3.84;5
91.9;1;8.31;5
14.3;1;9.3;5
22.4;1;11.91;2
62.9;1;10.68;5
72.9;1;6.51;3
5.7;1;10.92;3
46.9;1;7.14;4
72.9;1;11.7;3
31.5;1;9.6;5
31.5;1;6.87;3
46.9;1;0.45;8
31.5;1;10.95;4
50;1;9.84;5
50;1;2.43;3
37;1;7.77;3
50;1;5.64;5
46.9;1;12.18;5
91.9;1;12.3;2
72.9;1;8.19;4
84;1;9.99;5
84;1;5.67;4
22.4;1;10.35;3
31.5;1;4.41;4
72.9;1;13.7;1
14.3;1;0.39;8
37;1;11.67;3
31.5;1;8.37;5
31.5;1;2.07;8
14.3;1;0.93;8
22.4;1;3.69;5
62.9;1;13.17;3
84;1;8.43;5
62.9;1;2.79;7
31.5;1;8.61;6
50;1;2.13;3
22.4;1;6.9;5
46.9;1;6.48;3
14.3;1;7.38;3
37;1;11.46;5
91.9;1;11.97;3
14.3;1;11.58;2
37;1;11.91;3
84;1;7.65;5
50;1;3.57;5
14.3;1;14.55;1
84;1;1.68;8
5.7;1;14.3;1
37;1;6.24;5
31.5;1;3.15;5
62.9;1;0.06;8
91.9;1;12.24;2
31.5;1;1.83;8
91.9;1;4.65;5
22.4;1;12.33;2
91.9;1;1.77;8
14.3;1;1.29;8
22.4;1;11.07;3
62.9;1;14.6;1
72.9;1;10.68;5
37;1;4.86;4
5.7;1;6;6
84;1;1.77;8
62.9;1;4.56;5
84;1;4.02;7
84;1;9.51;5
91.9;1;11.16;3
72.9;1;7.26;5
84;1;7.05;5
91.9;1;6.12;3
14.3;1;1.2;8
37;1;2.16;8
91.9;1;9.24;5
46.9;1;13.47;2
31.5;1;5.73;5
22.4;1;11.97;2
72.9;1;2.34;3
62.9;1;9.78;5
50;1;11.67;5
31.5;1;8.34;5
91.9;1;9.81;3
46.9;1;14.1;2
50;1;7.08;4
72.9;1;6.21;3
50;1;7.2;4
72.9;1;5.31;4
46.9;1;9.27;5
37;1;12.63;4
37;1;6.63;4
31.5;1;4.38;4
62.9;1;9.21;5
91.9;1;8.43;5
50;1;6.18;3
91.9;1;10.2;5
14.3;1;5.07;3
72.9;1;3.48;7
31.5;1;0.51;8
84;1;7.38;5
31.5;1;4.53;4
5.7;1;2.85;8
22.4;1;6.18;3
37;1;1.35;8
72.9;1;9.72;5
84;1;12.3;3
22.4;1;3.39;5
37;1;3.6;5
5.7;1;5.61;5
62.9;1;4.77;5
50;1;8.94;5
46.9;1;8.97;5
72.9;1;4.98;5
91.9;1;2.37;2
62.9;1;10.86;4
31.5;1;14.5;1
84;1;2.04;8
14.3;1;8.49;5
72.9;1;6.15;3
22.4;1;10.32;3
91.9;1;5.73;4
31.5;1;0.45;8
72.9;1;4.44;5
50;1;7.98;3
84;1;1.29;8
14.3;1;1.77;8
50;1;6.24;3
14.3;1;11.82;2
50;1;7.89;3
14.3;1;11.91;2
84;1;1.53;8
72.9;1;2.19;3
31.5;1;9.21;5
14.3;1;0.33;8
72.9;1;4.41;5
72.9;1;1.35;8
31.5;1;6.9;3
91.9;1;1.05;8
37;1;12.12;3
14.3;1;1.74;8
14.3;1;1.23;8
46.9;1;5.61;5
5.7;1;6.39;5
84;1;9.6;5
14.3;1;9.57;5
84;1;6.75;5
84;1;8.31;5
84;1;0.51;8
14.3;1;0.24;8
5.7;1;7.11;4
22.4;1;10.02;3
37;1;0.69;8
91.9;1;10.41;5
46.9;1;1.23;8
62.9;1;10.89;4
72.9;1;1.11;8
37;1;12.93;4
5.7;1;11.28;3
72.9;1;8.85;5
46.9;1;7.26;4
84;1;10.23;5
62.9;1;7.77;3
22.4;1;5.88;3
14.3;1;0.72;8
31.5;1;9.15;5
46.9;1;7.86;3
72.9;1;3.15;7
14.3;1;2.79;7
72.9;1;9.06;5
37;1;4.98;4
22.4;1;0.66;8
72.9;1;9.36;5
14.3;1;2.64;7
50;1;6.48;3
50;1;3.18;7
22.4;1;1.8;8
22.4;1;5.64;3
46.9;1;1.77;8
5.7;1;10.02;4
31.5;1;9.63;5
22.4;1;8.01;5
22.4;1;9;3
50;1;14.6;1
46.9;1;12.15;5
50;1;9.27;5
46.9;1;9.18;5
72.9;1;5.16;4
22.4;1;4.56;5
50;1;4.05;5
84;1;4.59;5
5.7;1;2.97;8
46.9;1;6.57;3
72.9;1;5.37;4
14.3;1;10.86;3
22.4;1;3.27;5
14.3;1;11.1;3
14.3;1;11.76;2
46.9;1;7.95;3
22.4;1;7.56;5
91.9;1;7.8;5
62.9;1;4.59;5
72.9;1;3.18;7
84;1;2.19;8
22.4;1;10.83;3
72.9;1;1.77;8
91.9;1;4.77;5
31.5;1;3.33;5
