75.50	1.00	-23.04
75.00	1.00	-22.93
74.50	1.00	-22.82
74.00	1.00	-22.71
73.50	1.00	-22.60
73.00	1.00	-22.50
72.50	1.00	-22.40
72.00	1.00	-22.30
71.50	1.00	-22.20
71.00	1.00	-22.10
70.50	1.00	-22.00
70.00	1.00	-21.91
69.50	1.00	-21.82
69.00	1.00	-21.73
68.50	1.00	-21.64
68.00	1.00	-21.56
67.50	1.00	-21.47
67.00	1.00	-21.39
66.50	1.00	-21.31
66.00	1.00	-21.24
65.50	1.00	-21.16
65.00	1.00	-21.09
64.50	1.00	-21.02
64.00	1.00	-20.95
63.50	1.00	-20.89
63.00	1.00	-20.82
62.50	1.00	-20.76
62.00	1.00	-20.70
61.50	1.00	-20.65
61.00	1.00	-20.59
60.50	1.00	-20.54
60.00	1.00	-20.49
59.50	1.00	-20.44
59.00	1.00	-20.40
58.50	1.00	-20.35
58.00	1.00	-20.31
57.50	1.00	-20.28
57.00	1.00	-20.24
56.50	1.00	-20.21
56.00	1.00	-20.18
55.50	1.00	-20.15
55.00	1.00	-20.12
54.50	1.00	-20.10
54.00	1.00	-20.08
53.50	1.00	-20.06
53.00	1.00	-20.04
52.50	1.00	-20.03
52.00	1.00	-20.02
51.50	1.00	-20.01
51.00	1.00	-20.00
50.50	1.00	-20.00
50.00	1.00	-20.00
49.50	1.00	-20.00
49.00	1.00	-20.00
48.50	1.00	-20.01
48.00	1.00	-20.02
47.50	1.00	-20.03
47.00	1.00	-20.04
46.50	1.00	-20.06
46.00	1.00	-20.08
45.50	1.00	-20.10
45.00	1.00	-20.12
44.50	1.00	-20.15
44.00	1.00	-20.18
43.50	1.00	-20.21
43.00	1.00	-20.24
42.50	1.00	-20.28
42.00	1.00	-20.31
41.50	1.00	-20.35
41.00	1.00	-20.40
40.50	1.00	-20.44
40.00	1.00	-20.49
39.50	1.00	-20.54
39.00	1.00	-20.59
38.50	1.00	-20.64
38.00	1.00	-20.70
37.50	1.00	-20.76
37.00	1.00	-20.82
36.50	1.00	-20.88
36.00	1.00	-20.95
35.50	1.00	-21.02
35.00	1.00	-21.09
34.50	1.00	-21.16
34.00	1.00	-21.24
33.50	1.00	-21.31
33.00	1.00	-21.39
32.50	1.00	-21.47
32.00	1.00	-21.56
31.50	1.00	-21.64
31.00	1.00	-21.73
30.50	1.00	-21.82
30.00	1.00	-21.91
29.50	1.00	-22.00
29.00	1.00	-22.10
28.50	1.00	-22.19
28.00	1.00	-22.29
27.50	1.00	-22.39
27.00	1.00	-22.50
26.50	1.00	-22.60
26.00	1.00	-22.71
25.50	1.00	-22.82
25.00	1.00	-22.93
24.50	1.00	-23.04
24.00	1.00	-23.15
23.50	1.00	-23.27
23.00	1.00	-23.38
22.50	1.00	-23.50
22.00	1.00	-23.62
21.50	1.00	-23.75
21.00	1.00	-23.87
20.50	1.00	-23.99
20.00	1.00	-24.12
19.50	1.00	-24.25
19.00	1.00	-24.38
18.50	1.00	-24.51
18.00	1.00	-24.64
17.50	1.00	-24.77
17.00	1.00	-24.91
16.50	1.00	-25.04
16.00	1.00	-25.18
15.50	1.00	-25.32
15.00	1.00	-25.46
14.50	1.00	-25.60
14.00	1.00	-25.74
13.50	1.00	-25.88
13.00	1.00	-26.03
12.50	1.00	-26.17
12.00	1.00	-26.32
11.50	1.00	-26.46
11.00	1.00	-26.61
10.50	1.00	-26.76
10.00	1.00	-26.91
9.50	1.00	-27.06
9.00	1.00	-27.21
8.50	1.00	-27.36
8.00	1.00	-27.51
7.50	1.00	-27.66
7.00	1.00	-27.82
6.50	1.00	-27.97
6.00	1.00	-28.12
5.50	1.00	-28.28
5.00	1.00	-28.43
4.50	1.00	-28.59
4.00	1.00	-28.74
3.50	1.00	-28.90
3.00	1.00	-29.06
2.50	1.00	-29.21
2.00	1.00	-29.37
1.50	1.00	-29.53
1.00	1.00	-29.68
0.50	1.00	-29.84
0.00	1.00	-30.00
0.00	1.00	-15.00
