X;Y;Z;phi
5.7;1;-6.72;5
5.7;1;-6.75;5
5.7;1;-6.78;5
5.7;1;-6.81;5
5.7;1;-6.84;5
5.7;1;-6.87;5
5.7;1;-6.90;5
5.7;1;-6.93;5
5.7;1;-7.11;3
5.7;1;-7.14;3
5.7;1;-7.17;3
5.7;1;-7.20;3
5.7;1;-7.23;3
5.7;1;-7.26;3
5.7;1;-7.29;3
5.7;1;-7.32;3
5.7;1;-7.35;3
5.7;1;-7.41;4
5.7;1;-7.44;4
5.7;1;-7.47;4
5.7;1;-7.50;4
5.7;1;-7.53;4
5.7;1;-7.56;4
5.7;1;-7.59;4
5.7;1;-7.62;4
5.7;1;-7.65;4
5.7;1;-7.68;4
5.7;1;-7.71;4
5.7;1;-7.74;4
5.7;1;-7.77;4
5.7;1;-7.80;4
5.7;1;-7.83;4
5.7;1;-7.86;4
5.7;1;-7.89;4
5.7;1;-7.92;4
5.7;1;-7.95;4
5.7;1;-8.01;5
5.7;1;-8.04;5
5.7;1;-8.07;5
5.7;1;-8.10;5
5.7;1;-8.13;5
5.7;1;-8.16;5
5.7;1;-8.19;5
5.7;1;-8.22;5
5.7;1;-8.25;5
5.7;1;-8.28;5
5.7;1;-8.31;5
5.7;1;-8.34;5
5.7;1;-8.37;5
5.7;1;-8.40;5
5.7;1;-8.43;5
5.7;1;-8.46;5
5.7;1;-8.49;5
5.7;1;-8.52;5
5.7;1;-8.55;5
5.7;1;-8.58;5
5.7;1;-8.61;5
5.7;1;-8.64;5
5.7;1;-8.67;5
5.7;1;-8.70;5
5.7;1;-8.76;6
5.7;1;-8.79;6
5.7;1;-8.82;6
5.7;1;-8.85;6
5.7;1;-8.88;6
5.7;1;-8.91;6
5.7;1;-8.94;6
5.7;1;-8.97;6
5.7;1;-9.00;6
5.7;1;-9.03;6
5.7;1;-9.09;5
5.7;1;-9.12;5
5.7;1;-9.15;5
5.7;1;-9.18;5
5.7;1;-9.21;5
5.7;1;-9.24;5
5.7;1;-9.27;5
5.7;1;-9.30;5
5.7;1;-9.36;5
5.7;1;-9.39;5
5.7;1;-9.42;5
5.7;1;-9.45;5
5.7;1;-9.48;5
5.7;1;-9.51;5
5.7;1;-9.54;5
5.7;1;-9.60;5
5.7;1;-9.63;5
5.7;1;-9.66;5
5.7;1;-9.69;5
5.7;1;-9.72;5
5.7;1;-9.75;5
5.7;1;-9.78;5
5.7;1;-9.81;5
5.7;1;-9.84;5
5.7;1;-9.87;5
5.7;1;-9.90;5
5.7;1;-9.93;5
5.7;1;-9.96;5
5.7;1;-9.99;5
5.7;1;-10.02;5
5.7;1;-10.05;5
5.7;1;-10.08;5
5.7;1;-10.11;5
5.7;1;-10.17;5
5.7;1;-10.20;5
5.7;1;-10.23;5
5.7;1;-10.26;5
5.7;1;-10.29;5
5.7;1;-10.32;5
5.7;1;-10.35;5
5.7;1;-10.38;5
5.7;1;-10.41;5
5.7;1;-10.44;5
5.7;1;-10.47;5
5.7;1;-10.50;5
5.7;1;-10.53;5
5.7;1;-10.56;5
5.7;1;-10.59;5
5.7;1;-10.62;5
5.7;1;-10.65;5
5.7;1;-10.68;5
5.7;1;-10.71;5
5.7;1;-10.74;5
5.7;1;-10.77;5
5.7;1;-10.80;5
5.7;1;-10.83;5
5.7;1;-10.89;7
5.7;1;-10.92;7
5.7;1;-10.95;7
5.7;1;-10.98;7
5.7;1;-11.01;7
5.7;1;-11.04;7
5.7;1;-11.07;7
5.7;1;-11.10;7
5.7;1;-11.13;7
5.7;1;-11.16;7
5.7;1;-11.19;7
5.7;1;-11.22;7
5.7;1;-11.25;7
5.7;1;-11.28;7
5.7;1;-11.31;7
5.7;1;-11.34;7
5.7;1;-11.37;7
5.7;1;-11.40;7
5.7;1;-11.43;7
5.7;1;-11.49;7
5.7;1;-11.52;7
5.7;1;-11.55;7
5.7;1;-11.58;7
5.7;1;-11.61;7
5.7;1;-11.64;7
5.7;1;-11.67;7
5.7;1;-11.70;7
5.7;1;-11.73;7
5.7;1;-11.76;7
5.7;1;-11.79;7
5.7;1;-11.82;7
5.7;1;-11.85;7
5.7;1;-11.88;7
5.7;1;-11.91;7
5.7;1;-11.94;7
5.7;1;-11.97;7
5.7;1;-12.00;8
5.7;1;-12.03;8
5.7;1;-12.06;8
5.7;1;-12.09;8
5.7;1;-12.12;8
5.7;1;-12.15;8
5.7;1;-12.18;8
5.7;1;-12.21;8
5.7;1;-12.24;8
5.7;1;-12.27;8
5.7;1;-12.30;8
5.7;1;-12.33;8
5.7;1;-12.36;8
5.7;1;-12.39;8
5.7;1;-12.42;8
5.7;1;-12.45;8
5.7;1;-12.48;8
5.7;1;-12.51;8
5.7;1;-12.54;8
5.7;1;-12.57;8
5.7;1;-12.60;8
5.7;1;-12.63;8
5.7;1;-12.66;8
5.7;1;-12.69;8
5.7;1;-12.72;8
5.7;1;-12.75;8
5.7;1;-12.78;8
5.7;1;-12.81;8
5.7;1;-12.84;8
5.7;1;-12.87;8
5.7;1;-12.90;8
5.7;1;-12.93;8
5.7;1;-12.96;8
5.7;1;-12.99;8
5.7;1;-13.02;8
5.7;1;-13.05;8
5.7;1;-13.08;8
5.7;1;-13.11;8
5.7;1;-13.14;8
5.7;1;-13.17;8
5.7;1;-13.20;8
5.7;1;-13.23;8
5.7;1;-13.26;8
5.7;1;-13.29;8
5.7;1;-13.32;8
5.7;1;-13.35;8
5.7;1;-13.38;8
5.7;1;-13.41;8
5.7;1;-13.44;8
5.7;1;-13.47;8
5.7;1;-13.50;8
5.7;1;-13.53;8
5.7;1;-13.56;8
5.7;1;-13.59;8
5.7;1;-13.62;8
5.7;1;-13.65;8
5.7;1;-13.68;8
5.7;1;-13.71;8
5.7;1;-13.74;8
5.7;1;-13.77;8
5.7;1;-13.80;8
5.7;1;-13.83;8
5.7;1;-13.86;8
5.7;1;-13.89;8
5.7;1;-13.92;8
5.7;1;-13.95;8
5.7;1;-13.98;8
5.7;1;-14.01;8
5.7;1;-14.04;8
5.7;1;-14.07;8
5.7;1;-14.10;8
5.7;1;-14.13;8
5.7;1;-14.16;8
5.7;1;-14.19;8
5.7;1;-14.22;8
5.7;1;-14.25;8
5.7;1;-14.28;8
5.7;1;-14.31;8
5.7;1;-14.34;8
5.7;1;-14.37;8
5.7;1;-14.40;8
5.7;1;-14.43;8
5.7;1;-14.46;8
5.7;1;-14.49;8
5.7;1;-14.52;8
5.7;1;-14.55;8
5.7;1;-14.58;8
5.7;1;-14.61;8
5.7;1;-14.64;8
5.7;1;-14.67;8
5.7;1;-14.70;8
5.7;1;-14.73;8
5.7;1;-14.76;8
5.7;1;-14.79;8
5.7;1;-14.82;8
5.7;1;-14.85;8
5.7;1;-14.88;8
5.7;1;-14.91;8
5.7;1;-14.94;8
5.7;1;-14.97;8
5.7;1;-15.00;8
14.3;1;-0.15;1
14.3;1;-0.30;1
14.3;1;-0.45;1
14.3;1;-0.60;1
14.3;1;-0.75;1
14.3;1;-0.90;1
14.3;1;-1.05;1
14.3;1;-1.20;1
14.3;1;-1.35;1
14.3;1;-1.50;1
14.3;1;-1.65;1
14.3;1;-1.80;1
14.3;1;-1.95;1
14.3;1;-2.10;1
14.3;1;-2.73;2
14.3;1;-2.76;2
14.3;1;-2.79;2
14.3;1;-2.82;2
14.3;1;-2.85;2
14.3;1;-2.88;2
14.3;1;-2.91;2
14.3;1;-2.94;2
14.3;1;-2.97;2
14.3;1;-3.00;2
14.3;1;-3.03;2
14.3;1;-3.09;2
14.3;1;-3.12;2
14.3;1;-3.15;2
14.3;1;-3.18;2
14.3;1;-3.21;2
14.3;1;-3.24;2
14.3;1;-3.27;2
14.3;1;-3.30;2
14.3;1;-3.33;2
14.3;1;-3.36;2
14.3;1;-3.39;2
14.3;1;-3.42;2
14.3;1;-3.45;2
14.3;1;-3.48;2
14.3;1;-3.51;2
14.3;1;-3.54;2
14.3;1;-3.57;2
14.3;1;-3.60;2
14.3;1;-3.63;2
14.3;1;-3.66;2
14.3;1;-3.69;2
14.3;1;-3.72;2
14.3;1;-3.75;2
14.3;1;-3.81;3
14.3;1;-3.84;3
14.3;1;-3.87;3
14.3;1;-3.90;3
14.3;1;-3.93;3
14.3;1;-3.96;3
14.3;1;-3.99;3
14.3;1;-4.02;3
14.3;1;-4.05;3
14.3;1;-4.08;3
14.3;1;-4.11;3
14.3;1;-4.14;3
14.3;1;-4.17;3
14.3;1;-4.20;3
14.3;1;-4.23;3
14.3;1;-4.26;3
14.3;1;-4.29;3
14.3;1;-4.32;3
14.3;1;-4.35;3
14.3;1;-4.38;3
14.3;1;-4.41;3
14.3;1;-4.44;3
14.3;1;-4.47;3
14.3;1;-4.50;3
14.3;1;-4.53;3
14.3;1;-4.56;3
14.3;1;-4.59;3
14.3;1;-4.62;3
14.3;1;-4.65;3
14.3;1;-4.68;3
14.3;1;-4.71;3
14.3;1;-4.74;3
14.3;1;-4.77;3
14.3;1;-4.80;3
14.3;1;-4.86;3
14.3;1;-4.89;3
14.3;1;-4.92;3
14.3;1;-4.95;3
14.3;1;-5.10;3
14.3;1;-5.13;3
14.3;1;-5.16;3
14.3;1;-5.19;3
14.3;1;-5.22;3
14.3;1;-5.25;3
14.3;1;-5.28;3
14.3;1;-5.31;3
14.3;1;-5.34;3
14.3;1;-5.40;5
14.3;1;-5.43;5
14.3;1;-5.46;5
14.3;1;-5.49;5
14.3;1;-5.52;5
14.3;1;-5.55;5
14.3;1;-5.58;5
14.3;1;-5.61;5
14.3;1;-5.64;5
14.3;1;-5.67;5
14.3;1;-5.70;5
14.3;1;-5.73;5
14.3;1;-5.76;5
14.3;1;-5.79;5
14.3;1;-5.82;5
14.3;1;-5.85;5
14.3;1;-5.88;5
14.3;1;-5.91;5
14.3;1;-5.94;5
14.3;1;-5.97;5
14.3;1;-6.00;5
14.3;1;-6.03;5
14.3;1;-6.06;5
14.3;1;-6.09;5
14.3;1;-6.12;5
14.3;1;-6.15;5
14.3;1;-6.18;5
14.3;1;-6.21;5
14.3;1;-6.24;5
14.3;1;-6.27;5
14.3;1;-6.30;5
14.3;1;-6.33;5
14.3;1;-6.39;5
14.3;1;-6.42;5
14.3;1;-6.45;5
14.3;1;-6.48;5
14.3;1;-6.51;5
14.3;1;-6.54;5
14.3;1;-6.57;5
14.3;1;-6.60;5
14.3;1;-6.63;5
14.3;1;-6.66;5
14.3;1;-6.69;5
14.3;1;-6.72;5
14.3;1;-6.75;5
14.3;1;-6.93;3
14.3;1;-6.96;3
14.3;1;-6.99;3
14.3;1;-7.02;3
14.3;1;-7.05;3
14.3;1;-7.08;3
14.3;1;-7.11;3
14.3;1;-7.14;3
14.3;1;-7.17;3
14.3;1;-7.20;3
14.3;1;-7.23;3
14.3;1;-7.26;3
14.3;1;-7.32;3
14.3;1;-7.35;3
14.3;1;-7.38;3
14.3;1;-7.41;3
14.3;1;-7.44;3
14.3;1;-7.47;3
14.3;1;-7.50;3
14.3;1;-7.53;3
14.3;1;-7.56;3
14.3;1;-7.59;3
14.3;1;-7.62;3
14.3;1;-7.65;3
14.3;1;-7.68;3
14.3;1;-7.74;5
14.3;1;-7.77;5
14.3;1;-7.80;5
14.3;1;-7.83;5
14.3;1;-7.86;5
14.3;1;-7.89;5
14.3;1;-7.92;5
14.3;1;-7.95;5
14.3;1;-7.98;5
14.3;1;-8.01;5
14.3;1;-8.04;5
14.3;1;-8.07;5
14.3;1;-8.10;5
14.3;1;-8.13;5
14.3;1;-8.16;5
14.3;1;-8.19;5
14.3;1;-8.22;5
14.3;1;-8.25;5
14.3;1;-8.28;5
14.3;1;-8.31;5
14.3;1;-8.34;5
14.3;1;-8.37;5
14.3;1;-8.40;5
14.3;1;-8.46;6
14.3;1;-8.49;6
14.3;1;-8.52;6
14.3;1;-8.55;6
14.3;1;-8.58;6
14.3;1;-8.61;6
14.3;1;-8.64;6
14.3;1;-8.67;6
14.3;1;-8.70;6
14.3;1;-8.73;6
14.3;1;-8.79;5
14.3;1;-8.82;5
14.3;1;-8.85;5
14.3;1;-8.88;5
14.3;1;-8.91;5
14.3;1;-8.94;5
14.3;1;-8.97;5
14.3;1;-9.00;5
14.3;1;-9.03;5
14.3;1;-9.06;5
14.3;1;-9.09;5
14.3;1;-9.12;5
14.3;1;-9.15;5
14.3;1;-9.18;5
14.3;1;-9.21;5
14.3;1;-9.36;3
14.3;1;-9.39;3
14.3;1;-9.42;3
14.3;1;-9.45;3
14.3;1;-9.48;3
14.3;1;-9.51;3
14.3;1;-9.54;3
14.3;1;-9.57;3
14.3;1;-9.60;3
14.3;1;-9.63;3
14.3;1;-9.66;3
14.3;1;-9.69;3
14.3;1;-9.72;3
14.3;1;-9.75;3
14.3;1;-9.78;3
14.3;1;-9.81;3
14.3;1;-9.84;3
14.3;1;-9.87;3
14.3;1;-9.90;3
14.3;1;-9.93;3
14.3;1;-9.99;3
14.3;1;-10.02;3
14.3;1;-10.05;3
14.3;1;-10.08;3
14.3;1;-10.11;3
14.3;1;-10.14;3
14.3;1;-10.17;3
14.3;1;-10.20;3
14.3;1;-10.26;5
14.3;1;-10.29;5
14.3;1;-10.32;5
14.3;1;-10.35;5
14.3;1;-10.38;5
14.3;1;-10.44;5
14.3;1;-10.47;5
14.3;1;-10.50;5
14.3;1;-10.53;5
14.3;1;-10.56;5
14.3;1;-10.59;5
14.3;1;-10.62;5
14.3;1;-10.65;5
14.3;1;-10.68;5
14.3;1;-10.71;5
14.3;1;-10.74;5
14.3;1;-10.77;5
14.3;1;-10.80;5
14.3;1;-10.83;5
14.3;1;-10.86;5
14.3;1;-10.89;5
14.3;1;-10.92;5
14.3;1;-10.95;5
14.3;1;-10.98;5
14.3;1;-11.01;5
14.3;1;-11.04;5
14.3;1;-11.07;5
14.3;1;-11.10;5
14.3;1;-11.13;5
14.3;1;-11.16;5
14.3;1;-11.22;5
14.3;1;-11.25;5
14.3;1;-11.28;5
14.3;1;-11.31;5
14.3;1;-11.34;5
14.3;1;-11.37;5
14.3;1;-11.40;5
14.3;1;-11.43;5
14.3;1;-11.46;5
14.3;1;-11.49;5
14.3;1;-11.52;5
14.3;1;-11.55;5
14.3;1;-11.58;5
14.3;1;-11.61;5
14.3;1;-11.64;5
14.3;1;-11.70;7
14.3;1;-11.73;7
14.3;1;-11.76;7
14.3;1;-11.79;7
14.3;1;-11.82;7
14.3;1;-11.85;7
14.3;1;-11.88;7
14.3;1;-11.91;7
14.3;1;-11.94;7
14.3;1;-11.97;7
14.3;1;-12.00;7
14.3;1;-12.03;7
14.3;1;-12.06;7
14.3;1;-12.09;7
14.3;1;-12.12;7
14.3;1;-12.15;7
14.3;1;-12.18;7
14.3;1;-12.21;7
14.3;1;-12.27;7
14.3;1;-12.30;7
14.3;1;-12.33;7
14.3;1;-12.36;7
14.3;1;-12.39;7
14.3;1;-12.42;7
14.3;1;-12.45;7
14.3;1;-12.48;7
14.3;1;-12.51;7
14.3;1;-12.54;7
14.3;1;-12.57;7
14.3;1;-12.60;7
14.3;1;-12.63;7
14.3;1;-12.66;7
14.3;1;-12.69;8
14.3;1;-12.72;8
14.3;1;-12.75;8
14.3;1;-12.78;8
14.3;1;-12.81;8
14.3;1;-12.84;8
14.3;1;-12.87;8
14.3;1;-12.90;8
14.3;1;-12.93;8
14.3;1;-12.96;8
14.3;1;-12.99;8
14.3;1;-13.02;8
14.3;1;-13.05;8
14.3;1;-13.08;8
14.3;1;-13.11;8
14.3;1;-13.14;8
14.3;1;-13.17;8
14.3;1;-13.20;8
14.3;1;-13.23;8
14.3;1;-13.26;8
14.3;1;-13.29;8
14.3;1;-13.32;8
14.3;1;-13.35;8
14.3;1;-13.38;8
14.3;1;-13.41;8
14.3;1;-13.44;8
14.3;1;-13.47;8
14.3;1;-13.50;8
14.3;1;-13.53;8
14.3;1;-13.56;8
14.3;1;-13.59;8
14.3;1;-13.62;8
14.3;1;-13.65;8
14.3;1;-13.68;8
14.3;1;-13.71;8
14.3;1;-13.74;8
14.3;1;-13.77;8
14.3;1;-13.80;8
14.3;1;-13.83;8
14.3;1;-13.86;8
14.3;1;-13.89;8
14.3;1;-13.92;8
14.3;1;-13.95;8
14.3;1;-13.98;8
14.3;1;-14.01;8
14.3;1;-14.04;8
14.3;1;-14.07;8
14.3;1;-14.10;8
14.3;1;-14.13;8
14.3;1;-14.16;8
14.3;1;-14.19;8
14.3;1;-14.22;8
14.3;1;-14.25;8
14.3;1;-14.28;8
14.3;1;-14.31;8
14.3;1;-14.34;8
14.3;1;-14.37;8
14.3;1;-14.40;8
14.3;1;-14.43;8
14.3;1;-14.46;8
14.3;1;-14.49;8
14.3;1;-14.52;8
14.3;1;-14.55;8
14.3;1;-14.58;8
14.3;1;-14.61;8
14.3;1;-14.64;8
14.3;1;-14.67;8
14.3;1;-14.70;8
14.3;1;-14.73;8
14.3;1;-14.76;8
14.3;1;-14.79;8
14.3;1;-14.82;8
14.3;1;-14.85;8
14.3;1;-14.88;8
14.3;1;-14.91;8
14.3;1;-14.94;8
14.3;1;-14.97;8
14.3;1;-15.00;8
22.4;1;-0.10;1
22.4;1;-0.30;1
22.4;1;-0.50;1
22.4;1;-0.70;1
22.4;1;-0.90;1
22.4;1;-1.10;1
22.4;1;-1.30;1
22.4;1;-1.50;1
22.4;1;-1.70;1
22.4;1;-1.90;1
22.4;1;-2.16;2
22.4;1;-2.19;2
22.4;1;-2.22;2
22.4;1;-2.25;2
22.4;1;-2.28;2
22.4;1;-2.31;2
22.4;1;-2.34;2
22.4;1;-2.37;2
22.4;1;-2.40;2
22.4;1;-2.43;2
22.4;1;-2.46;2
22.4;1;-2.49;2
22.4;1;-2.55;2
22.4;1;-2.58;2
22.4;1;-2.61;2
22.4;1;-2.64;2
22.4;1;-2.67;2
22.4;1;-2.70;2
22.4;1;-2.73;2
22.4;1;-2.76;2
22.4;1;-2.79;2
22.4;1;-2.82;2
22.4;1;-2.85;2
22.4;1;-2.88;2
22.4;1;-2.91;2
22.4;1;-2.94;2
22.4;1;-2.97;2
22.4;1;-3.00;2
22.4;1;-3.03;2
22.4;1;-3.06;2
22.4;1;-3.09;2
22.4;1;-3.12;2
22.4;1;-3.15;2
22.4;1;-3.18;2
22.4;1;-3.21;2
22.4;1;-3.24;2
22.4;1;-3.27;2
22.4;1;-3.30;2
22.4;1;-3.33;2
22.4;1;-3.36;2
22.4;1;-3.39;2
22.4;1;-3.42;2
22.4;1;-3.45;2
22.4;1;-3.48;2
22.4;1;-3.51;2
22.4;1;-3.54;2
22.4;1;-3.60;3
22.4;1;-3.63;3
22.4;1;-3.66;3
22.4;1;-3.69;3
22.4;1;-3.72;3
22.4;1;-3.75;3
22.4;1;-3.78;3
22.4;1;-3.81;3
22.4;1;-3.84;3
22.4;1;-3.87;3
22.4;1;-3.90;3
22.4;1;-3.93;3
22.4;1;-3.96;3
22.4;1;-3.99;3
22.4;1;-4.02;3
22.4;1;-4.05;3
22.4;1;-4.08;3
22.4;1;-4.11;3
22.4;1;-4.14;3
22.4;1;-4.17;3
22.4;1;-4.20;3
22.4;1;-4.23;3
22.4;1;-4.29;3
22.4;1;-4.32;3
22.4;1;-4.35;3
22.4;1;-4.38;3
22.4;1;-4.41;3
22.4;1;-4.44;3
22.4;1;-4.47;3
22.4;1;-4.50;3
22.4;1;-4.53;3
22.4;1;-4.56;3
22.4;1;-4.59;3
22.4;1;-4.62;3
22.4;1;-4.65;3
22.4;1;-4.68;3
22.4;1;-4.71;3
22.4;1;-4.74;3
22.4;1;-4.77;3
22.4;1;-4.80;3
22.4;1;-4.83;3
22.4;1;-4.86;3
22.4;1;-4.89;3
22.4;1;-4.92;3
22.4;1;-4.95;3
22.4;1;-4.98;3
22.4;1;-5.01;3
22.4;1;-5.16;3
22.4;1;-5.19;3
22.4;1;-5.22;3
22.4;1;-5.25;3
22.4;1;-5.28;3
22.4;1;-5.31;3
22.4;1;-5.34;3
22.4;1;-5.37;3
22.4;1;-5.40;3
22.4;1;-5.43;3
22.4;1;-5.46;3
22.4;1;-5.49;3
22.4;1;-5.52;3
22.4;1;-5.55;3
22.4;1;-5.58;3
22.4;1;-5.61;3
22.4;1;-5.64;3
22.4;1;-5.67;3
22.4;1;-5.70;3
22.4;1;-5.73;3
22.4;1;-5.79;3
22.4;1;-5.82;3
22.4;1;-5.85;3
22.4;1;-5.88;3
22.4;1;-5.91;3
22.4;1;-5.94;3
22.4;1;-5.97;3
22.4;1;-6.00;3
22.4;1;-6.03;3
22.4;1;-6.06;3
22.4;1;-6.09;3
22.4;1;-6.12;3
22.4;1;-6.15;3
22.4;1;-6.18;3
22.4;1;-6.21;3
22.4;1;-6.24;3
22.4;1;-6.27;3
22.4;1;-6.30;3
22.4;1;-6.33;3
22.4;1;-6.36;3
22.4;1;-6.39;3
22.4;1;-6.42;3
22.4;1;-6.45;3
22.4;1;-6.51;5
22.4;1;-6.54;5
22.4;1;-6.57;5
22.4;1;-6.60;5
22.4;1;-6.63;5
22.4;1;-6.66;5
22.4;1;-6.69;5
22.4;1;-6.72;5
22.4;1;-6.75;5
22.4;1;-6.78;5
22.4;1;-6.81;5
22.4;1;-6.84;5
22.4;1;-6.87;5
22.4;1;-6.90;5
22.4;1;-6.93;5
22.4;1;-6.96;5
22.4;1;-6.99;5
22.4;1;-7.02;5
22.4;1;-7.05;5
22.4;1;-7.08;5
22.4;1;-7.11;5
22.4;1;-7.14;5
22.4;1;-7.17;5
22.4;1;-7.20;5
22.4;1;-7.23;5
22.4;1;-7.26;5
22.4;1;-7.29;5
22.4;1;-7.35;5
22.4;1;-7.38;5
22.4;1;-7.41;5
22.4;1;-7.44;5
22.4;1;-7.47;5
22.4;1;-7.50;5
22.4;1;-7.53;5
22.4;1;-7.56;5
22.4;1;-7.62;6
22.4;1;-7.65;6
22.4;1;-7.68;6
22.4;1;-7.71;6
22.4;1;-7.74;6
22.4;1;-7.77;6
22.4;1;-7.80;6
22.4;1;-7.83;6
22.4;1;-7.89;5
22.4;1;-7.92;5
22.4;1;-7.95;5
22.4;1;-7.98;5
22.4;1;-8.01;5
22.4;1;-8.04;5
22.4;1;-8.07;5
22.4;1;-8.10;5
22.4;1;-8.13;5
22.4;1;-8.16;5
22.4;1;-8.19;5
22.4;1;-8.22;5
22.4;1;-8.25;5
22.4;1;-8.28;5
22.4;1;-8.31;5
22.4;1;-8.34;5
22.4;1;-8.37;5
22.4;1;-8.40;5
22.4;1;-8.43;5
22.4;1;-8.46;5
22.4;1;-8.49;5
22.4;1;-8.52;5
22.4;1;-8.55;5
22.4;1;-8.58;5
22.4;1;-8.61;5
22.4;1;-8.64;5
22.4;1;-8.67;5
22.4;1;-8.82;3
22.4;1;-8.85;3
22.4;1;-8.88;3
22.4;1;-8.91;3
22.4;1;-8.94;3
22.4;1;-8.97;3
22.4;1;-9.00;3
22.4;1;-9.03;3
22.4;1;-9.06;3
22.4;1;-9.09;3
22.4;1;-9.12;3
22.4;1;-9.15;3
22.4;1;-9.21;3
22.4;1;-9.24;3
22.4;1;-9.27;3
22.4;1;-9.30;3
22.4;1;-9.33;3
22.4;1;-9.36;3
22.4;1;-9.39;3
22.4;1;-9.42;3
22.4;1;-9.48;5
22.4;1;-9.51;5
22.4;1;-9.54;5
22.4;1;-9.57;5
22.4;1;-9.60;5
22.4;1;-9.63;5
22.4;1;-9.66;5
22.4;1;-9.69;5
22.4;1;-9.72;5
22.4;1;-9.75;5
22.4;1;-9.78;5
22.4;1;-9.81;5
22.4;1;-9.84;5
22.4;1;-9.87;5
22.4;1;-9.90;5
22.4;1;-9.93;5
22.4;1;-9.96;5
