ID;x;y;z;T
NODE5;73.885;-34.023;0;10.09
NODE5;73.885;-34.023;0;10.04
NODE5;73.885;-34.023;0;10.08
NODE5;73.885;-34.023;0;10.01
NODE5;73.885;-34.023;0;9.97
NODE5;73.885;-34.023;0;9.9
NODE5;73.885;-34.023;0;9.8
NODE5;73.885;-34.023;0;9.76
NODE5;73.885;-34.023;0;9.74
NODE5;73.885;-34.023;0;9.68
NODE5;73.885;-34.023;0;9.72
NODE5;73.885;-34.023;0;9.65
NODE5;73.885;-34.023;0;9.7
NODE5;73.885;-34.023;0;9.66
NODE5;73.885;-34.023;0;9.63
NODE5;73.885;-34.023;0;9.61
NODE5;73.885;-34.023;0;9.57
NODE5;73.885;-34.023;0;9.54
NODE5;73.885;-34.023;0;9.52
