X;Y;Z;phi
99.65;33.29;-40.41;1.3259
60.96;17.09;-48.35;1.3126
122.10;98.90;-21.36;-0.7991
25.05;117.14;-45.84;1.2896
3.41;114.14;-45.21;-0.2523
13.51;47.44;-9.98;-0.1532
108.35;30.79;-25.42;-0.0234
69.28;68.04;-37.92;-1.6238
24.19;82.02;-32.57;-0.6138
75.16;137.86;-13.54;-0.7680
22.85;131.22;-46.68;-0.4876
104.45;137.41;-44.18;-0.9021
66.92;127.54;-19.19;-0.8858
57.15;144.69;-19.65;1.7067
45.23;69.82;-1.38;1.6573
94.54;7.12;-31.27;2.1072
54.27;12.53;-46.75;0.4783
13.15;58.54;-23.12;-0.7215
17.70;38.65;-18.08;1.5856
144.28;25.49;-43.02;0.1432
136.29;142.98;-22.36;-0.5541
104.96;29.31;-40.11;1.0706
39.88;143.91;-7.76;-0.6788
145.38;114.13;-8.24;1.1267
116.81;96.14;-28.52;-0.1151
107.53;101.40;-1.66;0.9357
67.40;49.72;-1.01;0.8215
40.84;96.96;-43.54;0.9421
14.46;28.00;-31.61;0.3508
135.39;140.66;-19.98;-1.2400
68.37;45.27;-45.76;2.3234
30.35;38.28;-30.87;-1.4893
45.89;106.67;-36.94;-0.4900
86.88;98.47;-2.40;0.6478
26.52;67.69;-29.42;1.2294
128.49;94.87;-11.87;0.7584
113.78;23.92;-30.66;1.2853
107.92;101.00;-43.41;-1.6369
64.81;40.59;-6.84;-0.0751
94.10;40.93;-49.98;-2.0055
87.61;24.33;-47.20;0.0485
97.48;49.86;-31.78;-0.5608
12.67;49.69;-15.66;-1.4471
62.37;68.13;-32.91;0.1204
6.24;28.56;-46.68;1.0725
74.10;28.95;-34.11;-0.1792
49.48;81.26;-37.75;0.2093
21.68;19.33;-49.73;0.5037
15.51;103.33;-23.26;-0.5064
88.15;141.59;-44.17;-1.3170
25.59;64.02;-35.63;0.7254
138.77;135.17;-17.94;0.1162
87.16;14.75;-13.74;0.9056
52.03;6.44;-36.83;0.3295
88.64;108.21;-33.54;-1.0488
3.42;114.15;-37.65;0.8528
143.78;126.46;-2.16;0.2073
72.35;8.52;-40.47;-0.2781
117.41;116.54;-40.84;-0.5690
12.41;56.48;-27.75;-0.9254
73.00;45.50;-40.53;1.3024
73.61;25.95;-42.16;-1.1614
140.67;149.40;-45.21;-1.1548
85.76;9.55;-17.99;-0.2439
71.02;124.05;-19.40;0.0964
40.05;95.92;-17.49;0.6061
49.74;110.26;-11.33;-0.8910
78.10;106.76;-33.68;1.2120
65.84;128.77;-4.08;1.3619
3.24;27.57;-13.34;-0.5002
123.94;0.12;-9.76;-1.8253
134.42;89.78;-13.95;0.5119
21.04;53.08;-32.08;1.7983
83.11;18.57;-35.85;1.3566
16.29;27.92;-28.87;-0.4087
100.84;49.76;-45.15;0.1117
42.19;10.54;-27.44;-1.5629
98.91;8.54;-47.84;0.0661
109.05;137.40;-49.80;-0.7180
115.30;46.82;-3.43;1.3344
16.16;147.33;-15.53;0.9261
137.40;144.66;-21.91;0.1335
34.53;21.39;-32.94;-1.7068
5.61;107.24;-21.47;0.8357
83.23;90.12;-5.42;0.8138
55.64;103.60;-17.38;-1.9256
124.47;14.43;-19.88;-1.6557
121.24;28.28;-26.99;1.5448
47.57;11.50;-32.72;0.1705
142.93;90.62;-15.07;-0.8161
43.64;147.99;-0.95;-0.4808
77.26;100.80;-28.76;-0.0503
38.39;106.61;-30.39;-0.0682
140.41;147.69;-28.59;-1.8247
24.69;101.70;-28.72;1.0627
6.74;6.03;-0.47;1.1277
65.26;130.05;-14.66;-0.6234
148.86;54.70;-32.04;-0.0958
133.75;0.65;-31.42;0.5476
112.29;76.09;-28.46;-0.8877
133.62;140.55;-48.16;-0.1925
134.02;38.60;-23.61;-0.2838
77.83;73.73;-9.43;0.0129
47.39;26.07;-16.97;-0.6438
115.80;8.65;-40.08;-0.7196
99.25;12.08;-13.60;1.5269
56.05;109.05;-14.03;-0.7032
14.17;129.61;-36.87;0.0074
112.02;21.49;-18.86;-2.3119
39.37;43.25;-19.45;-0.3056
140.52;29.25;-8.01;0.4705
36.15;4.03;-43.20;0.4333
18.41;83.01;-40.26;-2.4613
124.67;104.99;-25.70;-0.2103
22.99;97.18;-47.79;0.4603
26.89;58.21;-29.22;1.5478
89.91;83.25;-10.59;-0.4048
131.18;14.11;-42.56;-2.6598
29.47;23.15;-27.00;-1.6899
46.55;139.77;-0.51;-1.0535
116.61;114.23;-24.70;0.1307
145.77;138.41;-25.08;-2.9745
75.11;137.50;-22.06;-0.1896
21.58;97.41;-40.70;0.3563
2.09;139.24;-42.64;-0.5733
34.45;62.51;-16.13;1.3544
19.77;0.54;-30.21;-2.0998
101.65;9.39;-35.50;-0.2806
18.27;16.42;-48.43;1.0328
75.95;14.30;-7.70;-0.1618
104.14;52.76;-48.38;-0.3830
87.17;105.19;-12.50;-1.2556
29.97;118.60;-30.90;-1.0119
120.62;88.53;-20.07;-1.3551
107.31;21.97;-37.62;1.3879
110.85;112.19;-42.23;1.3059
19.66;53.22;-23.33;0.0596
18.56;1.95;-15.22;-0.0994
139.13;42.09;-40.23;-2.7394
59.64;49.59;-28.18;-1.9702
45.14;41.14;-27.77;0.2520
73.29;121.78;-39.20;-0.8329
99.43;113.99;-21.75;-0.3280
143.34;104.33;-42.70;-0.2163
42.97;20.85;-24.51;-0.5008
138.72;121.18;-44.33;-0.3121
3.73;101.58;-25.72;0.1167
83.28;29.23;-34.42;-0.2207
95.10;97.21;-27.39;-0.2880
15.88;72.53;-28.31;-0.5395
21.05;65.90;-4.60;0.4114
62.87;16.82;-25.50;-0.4383
144.93;77.75;-9.08;2.3677
89.41;14.99;-38.72;1.2621
139.95;24.64;-32.40;0.8556
120.65;19.88;-46.25;-1.4964
70.11;143.12;-28.96;0.1937
117.71;42.73;-16.57;0.5601
2.68;53.28;-8.09;-0.2039
16.37;48.31;-21.70;0.7388
124.41;134.74;-18.00;0.1544
119.52;84.44;-41.14;2.6032
34.90;137.87;-48.14;1.4641
79.62;44.99;-10.42;0.8896
90.90;17.23;-41.65;0.6137
130.16;83.43;-45.44;2.7255
90.47;51.83;-3.12;-1.1523
61.89;120.29;-1.82;2.3864
56.13;131.91;-19.19;-1.7331
63.88;70.89;-31.07;-0.1542
97.79;145.70;-8.34;0.1683
130.12;82.95;-39.76;2.3801
68.08;40.64;-28.53;-1.6927
37.18;73.35;-32.15;-0.0913
35.50;5.60;-4.37;0.6339
111.90;120.60;-4.01;-0.4050
122.49;15.22;-17.46;-0.3971
15.79;46.31;-44.46;3.5037
9.98;84.80;-25.89;0.6060
89.17;6.45;-37.73;0.0400
21.93;11.90;-5.75;-1.1906
123.70;104.42;-43.08;0.0672
46.55;10.77;-47.28;0.3402
21.58;71.56;-14.78;1.0608
138.15;50.80;-27.34;-0.5291
24.83;34.21;-8.08;0.2075
42.71;28.32;-46.27;1.8636
23.04;114.51;-9.95;-0.7699
17.32;142.73;-48.13;-0.2894
3.17;21.03;-48.60;1.0823
8.31;143.95;-26.93;0.9448
26.20;89.21;-38.94;-0.2745
8.01;96.25;-20.31;0.9200
88.67;106.49;-48.71;0.8161
102.11;105.62;-48.23;-0.3136
59.04;122.97;-13.64;0.5409
47.70;72.52;-39.49;0.4256
75.68;80.00;-17.18;0.5337
131.25;48.57;-12.50;-1.1748
127.67;15.79;-47.03;-1.4292
6.52;99.70;-11.51;0.5015
27.22;5.04;-36.58;-4.0209
35.51;41.35;-30.52;-0.7210
37.41;14.13;-45.67;1.1199
85.68;28.61;-8.07;0.0106
62.44;95.81;-21.96;-0.0782
7.39;94.27;-24.77;-0.1307
56.04;63.16;-1.57;0.2985
78.56;13.53;-33.27;-0.1948
15.25;65.01;-5.46;0.1427
125.02;52.91;-14.02;-0.4545
7.79;108.07;-3.57;-0.3363
138.73;86.85;-4.61;0.3428
14.87;73.73;-0.45;1.2585
126.54;73.05;-43.42;1.0282
135.40;144.94;-10.20;0.4129
146.94;113.44;-9.78;0.2015
120.30;74.55;-17.78;-0.3183
116.92;71.88;-36.06;-2.0052
96.37;3.97;-1.74;-1.8979
116.85;141.38;-39.78;-1.4711
20.18;47.88;-25.02;0.5909
80.41;38.39;-23.93;0.2015
77.13;149.91;-41.91;-1.9024
128.64;107.80;-13.87;-0.2357
69.42;7.10;-45.56;-0.6729
57.76;9.28;-15.35;-0.6009
95.93;3.83;-7.57;0.9671
39.97;89.94;-32.53;-0.2609
20.97;10.73;-14.53;-0.4153
71.68;140.01;-42.16;0.5400
62.53;140.54;-7.70;0.4372
34.89;81.91;-2.40;-0.7201
55.13;92.50;-42.37;0.5766
54.96;43.78;-15.41;-0.3791
49.12;9.60;-24.71;-0.3984
56.92;110.62;-23.43;-0.5107
102.86;15.27;-14.68;-0.2732
44.53;12.83;-25.56;-0.7205
142.33;46.68;-19.98;0.5808
137.45;1.87;-38.45;0.8492
72.14;65.11;-31.07;0.2711
49.25;106.15;-6.74;1.5751
80.32;120.20;-44.50;-0.6589
127.28;90.65;-20.12;0.0404
97.89;127.03;-40.79;-1.5857
120.66;60.98;-7.67;-1.1892
79.91;127.32;-21.05;-2.8048
94.94;75.97;-29.85;0.4835
43.22;33.46;-37.51;-0.9666
110.23;141.62;-28.16;-0.2658
30.36;41.25;-2.12;-1.2059
104.22;3.93;-24.54;-0.9686
129.11;36.40;-26.53;0.9308
19.82;55.00;-12.69;-0.9244
92.16;52.70;-31.05;0.3932
14.26;78.70;-28.63;0.1615
108.86;132.47;-33.15;-0.6220
12.67;43.85;-42.45;2.0542
140.39;78.12;-14.31;1.2643
20.61;51.02;-6.35;0.2544
143.83;123.27;-4.72;-0.3617
120.13;23.64;-5.96;0.5355
89.05;15.53;-27.41;0.4225
117.39;75.45;-35.80;-1.7199
119.27;100.78;-18.10;-0.5629
141.90;119.33;-2.26;-0.0303
38.01;88.44;-13.65;0.6955
88.51;116.08;-25.26;-1.2302
14.26;58.91;-15.56;-2.2295
92.42;4.93;-11.37;1.4700
25.69;17.41;-4.04;0.1904
84.74;5.81;-11.84;-0.9950
85.86;49.34;-28.34;0.2516
69.90;74.32;-36.32;-0.3794
78.39;53.45;-25.01;-0.0971
114.59;84.09;-33.59;-0.8728
119.89;72.09;-2.86;-1.6601
73.82;101.69;-24.60;-0.1191
89.94;100.04;-26.40;-0.1488
139.69;47.71;-32.59;-0.4651
17.96;51.93;-18.03;-0.2170
17.57;87.77;-24.00;-0.7992
13.16;89.46;-43.55;0.1312
98.68;47.20;-6.54;-0.3549
62.79;49.55;-32.05;-0.2827
116.15;104.11;-28.37;-0.0089
100.68;97.11;-39.72;1.1838
50.05;20.26;-22.33;-1.3540
134.75;66.16;-14.90;2.1949
114.38;133.91;-5.94;-1.3776
40.58;5.45;-47.42;0.9779
54.63;128.27;-1.33;1.4404
47.17;24.48;-14.81;-0.8342
23.64;76.09;-35.79;0.7408
22.17;63.65;-39.78;1.4119
140.42;1.52;-35.20;-0.3240
65.69;137.31;-6.21;0.2740
57.50;68.24;-35.43;0.7953
109.45;143.14;-26.86;0.1474
82.95;43.01;-14.71;-0.8731
140.42;129.94;-6.40;-0.6615
117.05;138.36;-17.07;-0.0399
71.91;83.52;-12.34;-0.5123
56.45;30.40;-41.33;1.7885
147.99;102.79;-6.13;0.7375
107.66;82.35;-36.21;-0.4063
142.68;141.68;-43.58;0.1737
17.77;65.89;-1.19;0.9043
127.58;40.28;-39.92;0.0947
95.56;20.74;-43.17;-0.8265
18.29;104.80;-18.70;-0.8896
88.24;146.12;-34.06;0.6771
102.91;4.25;-43.33;1.2676
1.85;111.07;-19.94;0.6163
68.15;139.04;-12.05;-0.9703
123.81;11.22;-10.34;0.2748
44.30;16.53;-42.22;-0.2746
68.78;103.79;-22.16;-0.4058
66.35;97.19;-9.32;0.3943
45.29;10.32;-41.95;0.0645
137.77;125.16;-39.62;-1.8539
117.19;78.51;-49.88;-0.3571
16.59;136.08;-23.77;0.3730
149.56;131.70;-40.27;-1.1646
131.88;121.88;-13.79;-0.2790
42.59;77.38;-1.89;-0.4695
125.53;37.76;-39.56;0.6373
15.96;75.90;-17.55;1.7949
149.87;15.12;-39.41;-1.6893
99.85;98.83;-49.10;0.5357
97.52;20.10;-12.07;0.2038
13.57;76.68;-28.30;0.0927
134.56;8.16;-2.66;0.5733
4.35;44.93;-23.29;-0.6017
36.12;34.81;-42.13;0.4859
21.45;93.00;-27.51;-0.7859
116.52;118.02;-39.86;0.4849
29.73;8.60;-6.10;-2.4186
136.60;127.54;-15.45;-0.2440
98.44;129.12;-32.94;-0.8557
5.42;51.34;-23.61;-0.9460
0.81;98.85;-16.53;0.9006
7.75;60.39;-10.86;0.5537
90.89;23.13;-45.99;-0.8395
120.22;79.30;-48.87;1.5456
35.78;12.95;-44.28;-0.7867
127.41;131.77;-30.25;0.1971
8.58;138.64;-26.66;0.3696
120.14;123.24;-43.18;-1.3437
139.17;84.38;-29.44;-0.4360
115.82;83.64;-27.92;-0.5001
104.72;147.69;-44.55;-0.2406
125.70;37.19;-4.17;-0.5897
6.02;11.39;-20.04;-0.6630
30.27;84.29;-30.57;-1.3836
18.74;49.32;-24.65;-0.1038
75.68;48.35;-34.29;-0.5109
111.78;1.06;-7.28;-1.1507
94.50;89.44;-21.25;-0.2539
127.67;39.61;-25.26;0.9785
23.28;28.18;-4.46;0.2260
110.19;6.06;-8.10;1.8844
28.96;54.65;-9.36;-1.9734
40.61;131.85;-38.72;0.4443
106.49;50.50;-42.34;-0.6479
147.03;101.86;-15.50;0.6563
91.73;113.48;-26.57;-0.0726
8.18;49.22;-15.81;-0.6964
92.45;123.25;-11.97;-0.1944
6.35;103.78;-35.23;-1.1570
132.62;83.89;-35.77;1.5793
106.44;0.15;-25.46;-2.1287
25.97;5.26;-36.32;-2.8749
13.76;148.63;-16.64;0.7596
27.53;117.34;-12.66;-0.3801
147.00;140.63;-26.40;-2.0649
68.78;135.35;-13.81;-0.7854
117.61;3.07;-24.48;-0.3444
95.46;118.78;-14.36;1.7922
85.86;67.67;-38.75;1.5313
21.77;118.43;-13.06;-0.9974
141.90;1.01;-14.24;0.7394
45.20;43.23;-36.67;0.1936
86.70;112.70;-22.20;-1.2614
104.97;118.95;-7.23;-1.6268
97.38;92.96;-37.52;0.3343
141.09;45.19;-13.20;0.5896
22.27;46.55;-2.30;-0.0255
76.25;145.01;-6.69;-0.9471
60.61;65.88;-29.92;0.2464
71.13;67.07;-19.64;-0.2449
17.88;82.85;-0.41;1.7644
20.11;61.43;-21.58;-0.6850
41.71;82.90;-44.25;2.0043
45.71;64.85;-47.73;-0.6275
64.19;124.01;-10.48;-1.7269
91.65;136.36;-28.82;-0.4752
95.19;139.82;-37.66;-1.4321
61.77;84.64;-32.62;0.3323
61.32;66.32;-12.13;0.1538
32.64;105.79;-26.74;0.5114
88.25;125.75;-6.58;-1.8889
47.56;84.45;-13.25;1.4390
5.41;105.00;-1.30;-0.5036
62.76;112.46;-5.57;1.7189
71.12;101.46;-37.27;0.3185
33.84;111.92;-17.05;-1.4337
85.87;31.30;-48.97;-1.1998
84.87;74.76;-0.44;0.1310
105.30;88.24;-36.95;-0.6811
97.19;0.37;-16.76;-0.2166
97.86;128.39;-7.54;-0.2984
47.43;91.50;-41.98;0.3421
118.11;19.37;-7.61;0.7801
82.37;122.45;-49.39;-0.1703
64.71;107.56;-27.90;-0.6671
93.90;113.74;-26.40;-1.4432
54.10;58.81;-31.30;0.2447
76.91;128.13;-20.68;-1.0945
110.51;62.10;-4.26;-1.0582
132.96;85.58;-33.65;0.8552
138.16;0.10;-21.04;-1.1094
75.54;96.73;-6.13;-0.9110
78.04;107.73;-11.35;-1.6896
119.98;85.07;-47.96;0.3918
47.17;74.48;-2.86;-0.1409
125.61;121.49;-47.67;0.6327
74.12;102.21;-20.56;-1.1297
17.38;41.71;-21.23;1.2049
10.81;143.86;-10.68;0.5425
126.30;106.09;-42.58;0.1481
8.34;148.19;-41.03;-0.1615
42.09;145.69;-12.39;0.1861
50.12;137.84;-42.52;-0.0496
25.95;113.31;-26.53;0.7775
47.08;91.41;-13.42;0.2892
111.40;25.83;-17.44;-1.1305
2.20;81.50;-39.47;-0.8095
124.08;114.81;-34.80;-0.9961
128.48;78.13;-1.55;0.0449
55.84;130.24;-27.57;-0.8500
23.04;16.45;-47.78;0.3723
90.13;57.14;-39.02;-0.1151
17.95;75.89;-32.88;0.2045
54.74;64.85;-0.03;0.6221
143.76;16.29;-34.87;-0.3786
149.32;23.03;-48.68;-0.8783
115.82;125.64;-24.35;-0.5021
46.64;72.66;-45.82;-1.1463
103.15;7.31;-36.30;0.1839
105.81;2.47;-0.38;-1.6801
58.18;71.02;-14.77;-0.7650
96.13;24.66;-47.47;-0.4416
1.61;105.77;-27.57;1.9631
31.36;119.30;-41.42;1.3421
78.76;34.24;-43.85;0.2239
24.56;88.83;-20.65;0.8151
24.89;23.17;-24.72;-2.0090
125.45;45.54;-12.86;0.2556
148.37;133.32;-5.38;-0.2188
83.40;81.61;-37.67;-0.2632
125.86;132.88;-3.85;-0.1637
148.55;33.79;-24.10;-0.1010
21.24;49.50;-37.06;1.9841
67.24;70.64;-7.71;-1.9377
58.89;72.01;-48.22;0.2984
12.01;149.65;-22.02;-0.2781
113.30;17.17;-13.92;-0.6231
65.07;127.79;-36.00;0.5958
70.40;129.55;-6.83;-1.6257
22.60;82.98;-37.99;-0.8831
27.14;51.61;-8.01;-0.4717
136.07;77.88;-46.07;0.1479
6.70;43.87;-42.00;0.2783
34.93;119.87;-30.95;-0.4348
43.81;74.74;-7.30;-0.5284
73.53;138.88;-42.77;0.2320
87.97;93.40;-6.23;-0.1630
73.99;77.15;-38.51;-1.2119
12.62;106.66;-27.37;1.2568
36.55;75.59;-32.36;0.0057
126.54;135.68;-44.09;-1.0792
95.64;27.67;-2.78;0.5808
97.37;146.00;-28.09;-1.0724
100.53;121.83;-15.48;0.2671
114.44;129.11;-21.24;-0.3105
8.72;72.44;-24.91;-0.8043
54.99;125.58;-19.17;-0.3474
80.93;46.02;-5.08;-0.8043
50.77;114.29;-15.03;-0.5724
126.67;21.07;-23.38;-0.3705
72.39;46.06;-17.74;1.2788
115.29;66.86;-19.68;-0.2366
127.80;48.35;-28.34;-1.1106
75.72;58.05;-18.76;-1.0494
136.43;123.02;-27.82;-0.3773
88.07;38.50;-12.12;0.5852
127.54;111.79;-1.55;-0.9600
51.09;11.06;-2.01;1.6446
74.82;114.86;-8.96;-1.0551
79.71;118.80;-19.91;-1.2069
15.75;60.25;-12.53;-0.8583
59.78;108.37;-41.10;0.0357
137.60;137.27;-26.05;-0.6756
94.62;120.11;-37.13;0.4542
26.63;58.57;-49.83;0.1256
50.83;72.63;-1.66;0.6294
28.74;116.90;-6.81;1.2395
3.72;43.89;-24.32;-0.4237
139.12;120.58;-37.29;-0.3244
67.23;49.21;-15.35;0.6261
46.13;120.90;-28.26;-0.3697
89.77;13.02;-9.83;0.1405
1.10;6.66;-0.02;1.1334
41.70;149.65;-32.55;0.8973
105.46;130.42;-37.78;-0.3764
95.07;132.43;-36.63;-1.2871
147.27;142.69;-45.33;0.7876
93.05;65.75;-30.30;0.2770
71.63;43.03;-49.13;-0.3063
114.21;19.50;-44.28;2.0355
135.50;75.18;-36.42;-1.1717
108.10;33.01;-42.01;1.1796
144.48;140.33;-13.39;-0.6696
117.30;0.60;-44.72;-0.6731
130.02;21.48;-6.70;1.6011
17.12;36.97;-38.94;-0.1064
109.86;29.84;-44.57;-0.0994
66.01;33.87;-49.49;0.7869
82.97;98.41;-14.24;-1.0536
98.12;49.13;-37.17;1.0678
145.47;92.25;-24.53;-1.1079
147.69;133.54;-44.42;0.5295
43.23;90.38;-0.74;-1.2472
110.06;104.18;-43.73;-1.0303
112.50;54.83;-29.40;-0.2028
51.97;23.96;-7.42;-1.2593
18.58;48.09;-37.76;2.1015
6.14;144.64;-36.65;-1.5687
116.60;93.27;-9.58;-0.4131
73.45;41.63;-36.33;-0.0485
147.83;67.64;-49.86;-0.7228
69.75;125.33;-28.60;-1.6879
146.69;100.27;-49.37;1.5340
61.74;84.10;-4.51;-1.6466
119.05;132.77;-17.91;-0.3230
12.72;100.87;-20.85;0.1754
83.32;96.41;-39.92;0.6786
120.31;28.47;-15.00;-0.3691
138.71;15.96;-16.14;-1.9181
123.39;144.77;-46.98;-0.4327
5.55;89.83;-5.96;-0.0581
55.91;62.35;-21.03;0.2366
7.30;88.35;-10.38;-0.7824
16.39;9.27;-36.85;0.5091
101.30;123.32;-43.90;-1.4015
106.99;32.50;-14.88;-0.1473
116.06;120.68;-10.31;-0.8827
129.82;80.16;-30.70;-1.7293
110.91;41.49;-48.82;-1.4304
120.13;4.53;-9.09;-1.2498
7.34;122.38;-39.70;-0.3421
35.18;26.47;-33.05;-2.3387
93.28;7.77;-18.59;0.4898
128.72;113.38;-45.00;-1.3490
0.68;52.51;-46.40;-0.3019
77.19;58.40;-48.71;-0.4525
101.59;37.06;-4.17;1.0546
4.44;128.88;-34.43;0.5818
60.20;44.60;-16.97;-0.2144
134.35;31.53;-0.54;-0.4510
100.74;46.39;-16.53;-0.8317
35.65;30.47;-23.75;-1.3542
127.92;47.65;-23.95;1.1568
52.20;12.44;-31.15;-0.5506
128.00;23.78;-20.01;-1.5660
44.84;62.56;-2.06;0.6853
88.55;131.92;-10.60;-0.9914
59.54;8.59;-28.79;-1.3769
41.22;31.90;-33.38;-1.1196
132.98;136.25;-5.82;-0.6900
28.14;133.50;-43.21;1.6501
12.72;101.92;-7.52;1.4469
51.29;36.07;-37.25;0.7229
107.65;62.97;-14.22;-0.2345
121.11;31.68;-9.69;-0.6561
149.81;19.29;-26.15;0.7695
44.45;57.00;-40.39;0.3151
61.19;86.37;-7.76;0.7926
20.52;53.99;-31.62;1.1974
86.23;91.62;-33.97;-0.1972
149.64;44.44;-24.50;0.2602
105.13;51.88;-28.25;2.0876
89.28;118.60;-15.85;-0.5858
58.86;131.75;-43.14;1.7221
137.29;48.31;-28.22;-0.0094
74.54;85.73;-5.41;-1.7900
20.16;41.72;-48.20;0.7853
54.81;8.00;-27.13;-1.6842
10.08;110.68;-16.97;0.6568
30.30;25.65;-5.61;-0.4545
2.65;63.86;-20.31;0.0856
67.99;73.06;-8.78;0.0782
95.18;27.67;-38.87;0.4236
51.49;14.18;-32.36;-0.5544
63.06;52.20;-2.89;-0.9143
143.88;142.84;-5.70;-0.4553
112.79;92.27;-22.10;1.8017
81.13;57.21;-26.23;-0.4665
42.68;5.84;-27.45;-1.4022
134.55;90.04;-47.06;0.1008
35.26;13.84;-5.38;-0.6553
48.80;81.38;-9.09;0.6357
136.36;112.79;-27.19;-0.2361
79.43;63.54;-36.03;0.8281
111.35;44.91;-32.85;-0.0895
88.61;7.11;-43.84;-0.4126
98.02;3.72;-13.91;0.7075
44.91;64.50;-22.17;-0.6158
36.21;132.50;-38.29;2.0109
48.37;36.61;-18.85;-0.5437
23.32;86.11;-1.04;-0.5521
131.15;102.65;-43.88;0.2187
42.49;9.12;-27.08;-2.5673
84.22;22.97;-25.29;0.1542
118.80;49.69;-41.66;-0.9309
117.57;100.51;-23.42;0.9535
65.76;65.86;-19.70;0.0758
71.44;110.13;-42.13;-0.9952
149.21;130.14;-42.26;-1.8390
101.19;113.76;-7.18;-1.5046
122.20;148.84;-34.43;-1.8349
135.38;113.15;-18.48;1.3724
118.14;127.83;-18.66;-0.1412
27.78;124.85;-8.04;0.1214
84.33;109.54;-13.01;-1.5901
15.28;120.27;-7.97;-0.0169
97.94;140.20;-18.74;-0.7605
143.30;71.28;-27.53;0.6305
76.91;95.74;-30.32;1.0214
64.95;77.24;-31.05;-0.3905
5.38;127.66;-29.08;1.2334
143.97;64.70;-43.53;-0.6049
15.45;122.96;-28.80;-0.4852
6.16;119.90;-30.53;-1.2070
36.91;144.28;-48.27;1.1397
9.83;37.34;-36.24;0.5181
68.27;106.44;-12.40;-0.8433
77.41;113.54;-21.10;-0.7283
46.89;140.44;-9.69;-1.4022
7.64;136.04;-22.87;0.7806
16.74;86.03;-7.30;-0.1833
57.68;86.87;-10.20;1.5332
9.08;25.09;-45.09;0.4895
104.73;146.24;-1.15;0.4658
31.05;38.25;-49.26;0.1206
45.31;108.71;-20.16;-0.7730
59.12;119.37;-10.37;-0.3936
62.49;66.18;-33.41;0.0090
0.25;31.68;-20.07;0.2875
16.81;28.34;-31.89;-0.9331
129.41;128.47;-46.97;-0.2669
0.18;76.61;-49.58;-1.8054
76.23;13.52;-45.26;-0.2581
73.43;107.55;-45.08;0.9751
49.96;37.53;-19.46;-0.4456
64.70;131.46;-23.71;-0.1408
117.09;46.44;-27.23;2.5400
126.18;30.04;-15.40;-0.4271
39.05;12.73;-49.16;0.2884
